Areaname,Area,Areatype,Stfips,Maparea,Stateabbrv,Periodyear,Periodtype,Period,Timeperiod,Adjusted,Laborforce,Emplab,Unemp,Unemprate,Clfprate,Emppopratio,Fullperiod,Sortperiod,Rank,Preliminary,prelim
San Juan County,000045,04,35,3504000045,NM,2017,03,07,"July, 2017",0,54093,49773,4320,8.00,,,20170307,03201707,327,No,0
San Miguel County,000047,04,35,3504000047,NM,2017,03,07,"July, 2017",0,10901,9990,911,8.40,,,20170307,03201707,328,No,0
Santa Fe County,000049,04,35,3504000049,NM,2017,03,07,"July, 2017",0,75094,70844,4250,5.70,,,20170307,03201707,329,No,0
Sierra County,000051,04,35,3504000051,NM,2017,03,07,"July, 2017",0,4449,4129,320,7.20,,,20170307,03201707,330,No,0
Socorro County,000053,04,35,3504000053,NM,2017,03,07,"July, 2017",0,6725,6216,509,7.60,,,20170307,03201707,331,No,0
Taos County,000055,04,35,3504000055,NM,2017,03,07,"July, 2017",0,15167,13901,1266,8.30,,,20170307,03201707,332,No,0
Torrance County,000057,04,35,3504000057,NM,2017,03,07,"July, 2017",0,5575,5091,484,8.70,,,20170307,03201707,333,No,0
Union County,000059,04,35,3504000059,NM,2017,03,07,"July, 2017",0,2006,1924,82,4.10,,,20170307,03201707,334,No,0
Valencia County,000061,04,35,3504000061,NM,2017,03,07,"July, 2017",0,30630,28315,2315,7.60,,,20170307,03201707,335,No,0
Central Region,000005,15,35,3515000005,NM,2017,03,07,"July, 2017",0,433536,406002,27534,6.40,,,20170307,03201707,336,No,0
Southwestern Region,000010,15,35,3515000010,NM,2017,03,07,"July, 2017",0,133826,123614,10212,7.60,,,20170307,03201707,337,No,0
Northern Region,000015,15,35,3515000015,NM,2017,03,07,"July, 2017",0,224698,208586,16112,7.20,,,20170307,03201707,338,No,0
Eastern Region,000020,15,35,3515000020,NM,2017,03,07,"July, 2017",0,158312,147901,10411,6.60,,,20170307,03201707,339,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2017,03,07,"July, 2017",0,433536,406002,27534,6.40,,,20170307,03201707,340,No,0
Farmington MSA,022140,21,35,3521022140,NM,2017,03,07,"July, 2017",0,54093,49773,4320,8.00,,,20170307,03201707,341,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2017,03,07,"July, 2017",0,95111,87964,7147,7.50,,,20170307,03201707,342,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2017,03,07,"July, 2017",0,75094,70844,4250,5.70,,,20170307,03201707,343,No,0
United States,000000,00,00,0000000000,US,2017,03,08,"August, 2017",0,160863000,153576000,7287000,4.50,63.0,60.1,20170308,03201708,344,No,0
New Mexico,000000,01,35,3501000000,NM,2017,03,08,"August, 2017",0,946459,887118,59341,6.30,58.3,54.6,20170308,03201708,345,No,0
Bernalillo County,000001,04,35,3504000001,NM,2017,03,08,"August, 2017",0,330260,311283,18977,5.70,,,20170308,03201708,346,No,0
Catron County,000003,04,35,3504000003,NM,2017,03,08,"August, 2017",0,1202,1127,75,6.20,,,20170308,03201708,347,No,0
Chaves County,000005,04,35,3504000005,NM,2017,03,08,"August, 2017",0,27544,25744,1800,6.50,,,20170308,03201708,348,No,0
Cibola County,000006,04,35,3504000006,NM,2017,03,08,"August, 2017",0,9278,8532,746,8.00,,,20170308,03201708,349,No,0
Colfax County,000007,04,35,3504000007,NM,2017,03,08,"August, 2017",0,6466,6118,348,5.40,,,20170308,03201708,350,No,0
Curry County,000009,04,35,3504000009,NM,2017,03,08,"August, 2017",0,22133,20988,1145,5.20,,,20170308,03201708,351,No,0
De Baca County,000011,04,35,3504000011,NM,2017,03,08,"August, 2017",0,882,837,45,5.10,,,20170308,03201708,352,No,0
Doña Ana County,000013,04,35,3504000013,NM,2017,03,08,"August, 2017",0,96188,89751,6437,6.70,,,20170308,03201708,353,No,0
Eddy County,000015,04,35,3504000015,NM,2017,03,08,"August, 2017",0,29270,27732,1538,5.30,,,20170308,03201708,354,No,0
Grant County,000017,04,35,3504000017,NM,2017,03,08,"August, 2017",0,12254,11495,759,6.20,,,20170308,03201708,355,No,0
Guadalupe County,000019,04,35,3504000019,NM,2017,03,08,"August, 2017",0,1705,1597,108,6.30,,,20170308,03201708,356,No,0
Harding County,000021,04,35,3504000021,NM,2017,03,08,"August, 2017",0,288,269,19,6.60,,,20170308,03201708,357,No,0
Hidalgo County,000023,04,35,3504000023,NM,2017,03,08,"August, 2017",0,2167,2051,116,5.40,,,20170308,03201708,358,No,0
Lea County,000025,04,35,3504000025,NM,2017,03,08,"August, 2017",0,27918,26072,1846,6.60,,,20170308,03201708,359,No,0
Lincoln County,000027,04,35,3504000027,NM,2017,03,08,"August, 2017",0,9195,8718,477,5.20,,,20170308,03201708,360,No,0
Los Alamos County,000028,04,35,3504000028,NM,2017,03,08,"August, 2017",0,9421,9052,369,3.90,,,20170308,03201708,361,No,0
Luna County,000029,04,35,3504000029,NM,2017,03,08,"August, 2017",0,11014,9917,1097,10.00,,,20170308,03201708,362,No,0
McKinley County,000031,04,35,3504000031,NM,2017,03,08,"August, 2017",0,24547,22323,2224,9.10,,,20170308,03201708,363,No,0
Mora County,000033,04,35,3504000033,NM,2017,03,08,"August, 2017",0,2307,2137,170,7.40,,,20170308,03201708,364,No,0
Otero County,000035,04,35,3504000035,NM,2017,03,08,"August, 2017",0,25038,23424,1614,6.40,,,20170308,03201708,365,No,0
Quay County,000037,04,35,3504000037,NM,2017,03,08,"August, 2017",0,3288,3064,224,6.80,,,20170308,03201708,366,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2017,03,08,"August, 2017",0,17276,16181,1095,6.30,,,20170308,03201708,367,No,0
Roosevelt County,000041,04,35,3504000041,NM,2017,03,08,"August, 2017",0,7887,7429,458,5.80,,,20170308,03201708,368,No,0
Sandoval County,000043,04,35,3504000043,NM,2017,03,08,"August, 2017",0,64960,60766,4194,6.50,,,20170308,03201708,369,No,0
San Juan County,000045,04,35,3504000045,NM,2017,03,08,"August, 2017",0,53276,49278,3998,7.50,,,20170308,03201708,370,No,0
San Miguel County,000047,04,35,3504000047,NM,2017,03,08,"August, 2017",0,10872,10030,842,7.70,,,20170308,03201708,371,No,0
Santa Fe County,000049,04,35,3504000049,NM,2017,03,08,"August, 2017",0,75382,71436,3946,5.20,,,20170308,03201708,372,No,0
Sierra County,000051,04,35,3504000051,NM,2017,03,08,"August, 2017",0,4344,4046,298,6.90,,,20170308,03201708,373,No,0
Socorro County,000053,04,35,3504000053,NM,2017,03,08,"August, 2017",0,6708,6255,453,6.80,,,20170308,03201708,374,No,0
Taos County,000055,04,35,3504000055,NM,2017,03,08,"August, 2017",0,15231,14026,1205,7.90,,,20170308,03201708,375,No,0
Torrance County,000057,04,35,3504000057,NM,2017,03,08,"August, 2017",0,5651,5171,480,8.50,,,20170308,03201708,376,No,0
Union County,000059,04,35,3504000059,NM,2017,03,08,"August, 2017",0,1985,1910,75,3.80,,,20170308,03201708,377,No,0
Valencia County,000061,04,35,3504000061,NM,2017,03,08,"August, 2017",0,30520,28357,2163,7.10,,,20170308,03201708,378,No,0
Central Region,000005,15,35,3515000005,NM,2017,03,08,"August, 2017",0,431391,405577,25814,6.00,,,20170308,03201708,379,No,0
Southwestern Region,000010,15,35,3515000010,NM,2017,03,08,"August, 2017",0,133877,124642,9235,6.90,,,20170308,03201708,380,No,0
Northern Region,000015,15,35,3515000015,NM,2017,03,08,"August, 2017",0,224056,209113,14943,6.70,,,20170308,03201708,381,No,0
Eastern Region,000020,15,35,3515000020,NM,2017,03,08,"August, 2017",0,157133,147784,9349,5.90,,,20170308,03201708,382,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2017,03,08,"August, 2017",0,431391,405577,25814,6.00,,,20170308,03201708,383,No,0
Farmington MSA,022140,21,35,3521022140,NM,2017,03,08,"August, 2017",0,53276,49278,3998,7.50,,,20170308,03201708,384,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2017,03,08,"August, 2017",0,96188,89751,6437,6.70,,,20170308,03201708,385,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2017,03,08,"August, 2017",0,75382,71436,3946,5.20,,,20170308,03201708,386,No,0
United States,000000,00,00,0000000000,US,2017,03,09,"September, 2017",0,161049000,154494000,6556000,4.10,63.0,60.5,20170309,03201709,387,No,0
New Mexico,000000,01,35,3501000000,NM,2017,03,09,"September, 2017",0,946529,892780,53749,5.70,58.2,54.9,20170309,03201709,388,No,0
Bernalillo County,000001,04,35,3504000001,NM,2017,03,09,"September, 2017",0,331589,314205,17384,5.20,,,20170309,03201709,389,No,0
Catron County,000003,04,35,3504000003,NM,2017,03,09,"September, 2017",0,1196,1127,69,5.80,,,20170309,03201709,390,No,0
Chaves County,000005,04,35,3504000005,NM,2017,03,09,"September, 2017",0,27501,25875,1626,5.90,,,20170309,03201709,391,No,0
Cibola County,000006,04,35,3504000006,NM,2017,03,09,"September, 2017",0,9131,8494,637,7.00,,,20170309,03201709,392,No,0
Colfax County,000007,04,35,3504000007,NM,2017,03,09,"September, 2017",0,5386,5072,314,5.80,,,20170309,03201709,393,No,0
Curry County,000009,04,35,3504000009,NM,2017,03,09,"September, 2017",0,22464,21414,1050,4.70,,,20170309,03201709,394,No,0
De Baca County,000011,04,35,3504000011,NM,2017,03,09,"September, 2017",0,874,833,41,4.70,,,20170309,03201709,395,No,0
Doña Ana County,000013,04,35,3504000013,NM,2017,03,09,"September, 2017",0,96405,90573,5832,6.00,,,20170309,03201709,396,No,0
Eddy County,000015,04,35,3504000015,NM,2017,03,09,"September, 2017",0,29643,28271,1372,4.60,,,20170309,03201709,397,No,0
Grant County,000017,04,35,3504000017,NM,2017,03,09,"September, 2017",0,12194,11503,691,5.70,,,20170309,03201709,398,No,0
Guadalupe County,000019,04,35,3504000019,NM,2017,03,09,"September, 2017",0,1676,1575,101,6.00,,,20170309,03201709,399,No,0
Harding County,000021,04,35,3504000021,NM,2017,03,09,"September, 2017",0,285,267,18,6.30,,,20170309,03201709,400,No,0
Hidalgo County,000023,04,35,3504000023,NM,2017,03,09,"September, 2017",0,2180,2083,97,4.40,,,20170309,03201709,401,No,0
Lea County,000025,04,35,3504000025,NM,2017,03,09,"September, 2017",0,27896,26248,1648,5.90,,,20170309,03201709,402,No,0
Lincoln County,000027,04,35,3504000027,NM,2017,03,09,"September, 2017",0,8728,8296,432,4.90,,,20170309,03201709,403,No,0
Los Alamos County,000028,04,35,3504000028,NM,2017,03,09,"September, 2017",0,9428,9092,336,3.60,,,20170309,03201709,404,No,0
Luna County,000029,04,35,3504000029,NM,2017,03,09,"September, 2017",0,10720,9706,1014,9.50,,,20170309,03201709,405,No,0
McKinley County,000031,04,35,3504000031,NM,2017,03,09,"September, 2017",0,24452,22444,2008,8.20,,,20170309,03201709,406,No,0
Mora County,000033,04,35,3504000033,NM,2017,03,09,"September, 2017",0,2267,2110,157,6.90,,,20170309,03201709,407,No,0
Otero County,000035,04,35,3504000035,NM,2017,03,09,"September, 2017",0,24990,23545,1445,5.80,,,20170309,03201709,408,No,0
Quay County,000037,04,35,3504000037,NM,2017,03,09,"September, 2017",0,3260,3075,185,5.70,,,20170309,03201709,409,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2017,03,09,"September, 2017",0,17123,16148,975,5.70,,,20170309,03201709,410,No,0
Roosevelt County,000041,04,35,3504000041,NM,2017,03,09,"September, 2017",0,8071,7661,410,5.10,,,20170309,03201709,411,No,0
Sandoval County,000043,04,35,3504000043,NM,2017,03,09,"September, 2017",0,65144,61332,3812,5.90,,,20170309,03201709,412,No,0
San Juan County,000045,04,35,3504000045,NM,2017,03,09,"September, 2017",0,54577,51017,3560,6.50,,,20170309,03201709,413,No,0
San Miguel County,000047,04,35,3504000047,NM,2017,03,09,"September, 2017",0,11083,10323,760,6.90,,,20170309,03201709,414,No,0
Santa Fe County,000049,04,35,3504000049,NM,2017,03,09,"September, 2017",0,74208,70578,3630,4.90,,,20170309,03201709,415,No,0
Sierra County,000051,04,35,3504000051,NM,2017,03,09,"September, 2017",0,4277,4002,275,6.40,,,20170309,03201709,416,No,0
Socorro County,000053,04,35,3504000053,NM,2017,03,09,"September, 2017",0,6717,6323,394,5.90,,,20170309,03201709,417,No,0
Taos County,000055,04,35,3504000055,NM,2017,03,09,"September, 2017",0,15014,13946,1068,7.10,,,20170309,03201709,418,No,0
Torrance County,000057,04,35,3504000057,NM,2017,03,09,"September, 2017",0,5653,5210,443,7.80,,,20170309,03201709,419,No,0
Union County,000059,04,35,3504000059,NM,2017,03,09,"September, 2017",0,1982,1918,64,3.20,,,20170309,03201709,420,No,0
Valencia County,000061,04,35,3504000061,NM,2017,03,09,"September, 2017",0,30415,28513,1902,6.30,,,20170309,03201709,421,No,0
Central Region,000005,15,35,3515000005,NM,2017,03,09,"September, 2017",0,432801,409260,23541,5.40,,,20170309,03201709,422,No,0
Southwestern Region,000010,15,35,3515000010,NM,2017,03,09,"September, 2017",0,133689,125317,8372,6.30,,,20170309,03201709,423,No,0
Northern Region,000015,15,35,3515000015,NM,2017,03,09,"September, 2017",0,222669,209224,13445,6.00,,,20170309,03201709,424,No,0
Eastern Region,000020,15,35,3515000020,NM,2017,03,09,"September, 2017",0,157370,148978,8392,5.30,,,20170309,03201709,425,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2017,03,09,"September, 2017",0,432801,409260,23541,5.40,,,20170309,03201709,426,No,0
Farmington MSA,022140,21,35,3521022140,NM,2017,03,09,"September, 2017",0,54577,51017,3560,6.50,,,20170309,03201709,427,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2017,03,09,"September, 2017",0,96405,90573,5832,6.00,,,20170309,03201709,428,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2017,03,09,"September, 2017",0,74208,70578,3630,4.90,,,20170309,03201709,429,No,0
United States,000000,00,00,0000000000,US,2017,03,10,"October, 2017",0,160465000,154223000,6242000,3.90,62.7,60.3,20170310,03201710,430,No,0
New Mexico,000000,01,35,3501000000,NM,2017,03,10,"October, 2017",0,943303,892496,50807,5.40,58.0,54.9,20170310,03201710,431,No,0
Bernalillo County,000001,04,35,3504000001,NM,2017,03,10,"October, 2017",0,330664,314327,16337,4.90,,,20170310,03201710,432,No,0
Catron County,000003,04,35,3504000003,NM,2017,03,10,"October, 2017",0,1150,1072,78,6.80,,,20170310,03201710,433,No,0
Chaves County,000005,04,35,3504000005,NM,2017,03,10,"October, 2017",0,27341,25826,1515,5.50,,,20170310,03201710,434,No,0
Cibola County,000006,04,35,3504000006,NM,2017,03,10,"October, 2017",0,9065,8424,641,7.10,,,20170310,03201710,435,No,0
Colfax County,000007,04,35,3504000007,NM,2017,03,10,"October, 2017",0,5318,5010,308,5.80,,,20170310,03201710,436,No,0
Curry County,000009,04,35,3504000009,NM,2017,03,10,"October, 2017",0,22467,21486,981,4.40,,,20170310,03201710,437,No,0
De Baca County,000011,04,35,3504000011,NM,2017,03,10,"October, 2017",0,850,814,36,4.20,,,20170310,03201710,438,No,0
Doña Ana County,000013,04,35,3504000013,NM,2017,03,10,"October, 2017",0,96356,90900,5456,5.70,,,20170310,03201710,439,No,0
Eddy County,000015,04,35,3504000015,NM,2017,03,10,"October, 2017",0,29692,28429,1263,4.30,,,20170310,03201710,440,No,0
Grant County,000017,04,35,3504000017,NM,2017,03,10,"October, 2017",0,12362,11683,679,5.50,,,20170310,03201710,441,No,0
Guadalupe County,000019,04,35,3504000019,NM,2017,03,10,"October, 2017",0,1609,1516,93,5.80,,,20170310,03201710,442,No,0
Harding County,000021,04,35,3504000021,NM,2017,03,10,"October, 2017",0,299,279,20,6.70,,,20170310,03201710,443,No,0
Hidalgo County,000023,04,35,3504000023,NM,2017,03,10,"October, 2017",0,2155,2065,90,4.20,,,20170310,03201710,444,No,0
Lea County,000025,04,35,3504000025,NM,2017,03,10,"October, 2017",0,28125,26611,1514,5.40,,,20170310,03201710,445,No,0
Lincoln County,000027,04,35,3504000027,NM,2017,03,10,"October, 2017",0,8661,8208,453,5.20,,,20170310,03201710,446,No,0
Los Alamos County,000028,04,35,3504000028,NM,2017,03,10,"October, 2017",0,8988,8669,319,3.50,,,20170310,03201710,447,No,0
Luna County,000029,04,35,3504000029,NM,2017,03,10,"October, 2017",0,10361,9367,994,9.60,,,20170310,03201710,448,No,0
McKinley County,000031,04,35,3504000031,NM,2017,03,10,"October, 2017",0,24152,22287,1865,7.70,,,20170310,03201710,449,No,0
Mora County,000033,04,35,3504000033,NM,2017,03,10,"October, 2017",0,2234,2088,146,6.50,,,20170310,03201710,450,No,0
Otero County,000035,04,35,3504000035,NM,2017,03,10,"October, 2017",0,24801,23392,1409,5.70,,,20170310,03201710,451,No,0
Quay County,000037,04,35,3504000037,NM,2017,03,10,"October, 2017",0,3234,3060,174,5.40,,,20170310,03201710,452,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2017,03,10,"October, 2017",0,16822,15893,929,5.50,,,20170310,03201710,453,No,0
Roosevelt County,000041,04,35,3504000041,NM,2017,03,10,"October, 2017",0,8090,7722,368,4.50,,,20170310,03201710,454,No,0
Sandoval County,000043,04,35,3504000043,NM,2017,03,10,"October, 2017",0,64982,61364,3618,5.60,,,20170310,03201710,455,No,0
San Juan County,000045,04,35,3504000045,NM,2017,03,10,"October, 2017",0,54098,50779,3319,6.10,,,20170310,03201710,456,No,0
San Miguel County,000047,04,35,3504000047,NM,2017,03,10,"October, 2017",0,11117,10406,711,6.40,,,20170310,03201710,457,No,0
Santa Fe County,000049,04,35,3504000049,NM,2017,03,10,"October, 2017",0,74216,70757,3459,4.70,,,20170310,03201710,458,No,0
Sierra County,000051,04,35,3504000051,NM,2017,03,10,"October, 2017",0,4200,3926,274,6.50,,,20170310,03201710,459,No,0
Socorro County,000053,04,35,3504000053,NM,2017,03,10,"October, 2017",0,6659,6285,374,5.60,,,20170310,03201710,460,No,0
Taos County,000055,04,35,3504000055,NM,2017,03,10,"October, 2017",0,14975,13917,1058,7.10,,,20170310,03201710,461,No,0
Torrance County,000057,04,35,3504000057,NM,2017,03,10,"October, 2017",0,5990,5546,444,7.40,,,20170310,03201710,462,No,0
Union County,000059,04,35,3504000059,NM,2017,03,10,"October, 2017",0,1942,1878,64,3.30,,,20170310,03201710,463,No,0
Valencia County,000061,04,35,3504000061,NM,2017,03,10,"October, 2017",0,30330,28513,1817,6.00,,,20170310,03201710,464,No,0
Central Region,000005,15,35,3515000005,NM,2017,03,10,"October, 2017",0,431966,409750,22216,5.10,,,20170310,03201710,465,No,0
Southwestern Region,000010,15,35,3515000010,NM,2017,03,10,"October, 2017",0,133243,125298,7945,6.00,,,20170310,03201710,466,No,0
Northern Region,000015,15,35,3515000015,NM,2017,03,10,"October, 2017",0,220985,208230,12755,5.80,,,20170310,03201710,467,No,0
Eastern Region,000020,15,35,3515000020,NM,2017,03,10,"October, 2017",0,157111,149221,7890,5.00,,,20170310,03201710,468,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2017,03,10,"October, 2017",0,431966,409750,22216,5.10,,,20170310,03201710,469,No,0
Farmington MSA,022140,21,35,3521022140,NM,2017,03,10,"October, 2017",0,54098,50779,3319,6.10,,,20170310,03201710,470,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2017,03,10,"October, 2017",0,96356,90900,5456,5.70,,,20170310,03201710,471,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2017,03,10,"October, 2017",0,74216,70757,3459,4.70,,,20170310,03201710,472,No,0
United States,000000,00,00,0000000000,US,2017,03,11,"November, 2017",0,160466000,154180000,6286000,3.90,62.7,60.2,20170311,03201711,473,No,0
New Mexico,000000,01,35,3501000000,NM,2017,03,11,"November, 2017",0,947133,896900,50233,5.30,58.2,55.1,20170311,03201711,474,No,0
Bernalillo County,000001,04,35,3504000001,NM,2017,03,11,"November, 2017",0,332838,316972,15866,4.80,,,20170311,03201711,475,No,0
Catron County,000003,04,35,3504000003,NM,2017,03,11,"November, 2017",0,1170,1084,86,7.40,,,20170311,03201711,476,No,0
Chaves County,000005,04,35,3504000005,NM,2017,03,11,"November, 2017",0,27447,25968,1479,5.40,,,20170311,03201711,477,No,0
Cibola County,000006,04,35,3504000006,NM,2017,03,11,"November, 2017",0,9115,8487,628,6.90,,,20170311,03201711,478,No,0
Colfax County,000007,04,35,3504000007,NM,2017,03,11,"November, 2017",0,5214,4900,314,6.00,,,20170311,03201711,479,No,0
Curry County,000009,04,35,3504000009,NM,2017,03,11,"November, 2017",0,22603,21690,913,4.00,,,20170311,03201711,480,No,0
De Baca County,000011,04,35,3504000011,NM,2017,03,11,"November, 2017",0,837,799,38,4.50,,,20170311,03201711,481,No,0
Doña Ana County,000013,04,35,3504000013,NM,2017,03,11,"November, 2017",0,96511,90922,5589,5.80,,,20170311,03201711,482,No,0
Eddy County,000015,04,35,3504000015,NM,2017,03,11,"November, 2017",0,30120,28925,1195,4.00,,,20170311,03201711,483,No,0
Grant County,000017,04,35,3504000017,NM,2017,03,11,"November, 2017",0,12382,11722,660,5.30,,,20170311,03201711,484,No,0
Guadalupe County,000019,04,35,3504000019,NM,2017,03,11,"November, 2017",0,1620,1524,96,5.90,,,20170311,03201711,485,No,0
Harding County,000021,04,35,3504000021,NM,2017,03,11,"November, 2017",0,297,279,18,6.10,,,20170311,03201711,486,No,0
Hidalgo County,000023,04,35,3504000023,NM,2017,03,11,"November, 2017",0,2167,2070,97,4.50,,,20170311,03201711,487,No,0
Lea County,000025,04,35,3504000025,NM,2017,03,11,"November, 2017",0,28338,26912,1426,5.00,,,20170311,03201711,488,No,0
Lincoln County,000027,04,35,3504000027,NM,2017,03,11,"November, 2017",0,8587,8132,455,5.30,,,20170311,03201711,489,No,0
Los Alamos County,000028,04,35,3504000028,NM,2017,03,11,"November, 2017",0,9084,8762,322,3.50,,,20170311,03201711,490,No,0
Luna County,000029,04,35,3504000029,NM,2017,03,11,"November, 2017",0,9999,8660,1339,13.40,,,20170311,03201711,491,No,0
McKinley County,000031,04,35,3504000031,NM,2017,03,11,"November, 2017",0,24395,22553,1842,7.60,,,20170311,03201711,492,No,0
Mora County,000033,04,35,3504000033,NM,2017,03,11,"November, 2017",0,2165,2011,154,7.10,,,20170311,03201711,493,No,0
Otero County,000035,04,35,3504000035,NM,2017,03,11,"November, 2017",0,24850,23503,1347,5.40,,,20170311,03201711,494,No,0
Quay County,000037,04,35,3504000037,NM,2017,03,11,"November, 2017",0,3254,3091,163,5.00,,,20170311,03201711,495,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2017,03,11,"November, 2017",0,16825,15905,920,5.50,,,20170311,03201711,496,No,0
Roosevelt County,000041,04,35,3504000041,NM,2017,03,11,"November, 2017",0,8118,7759,359,4.40,,,20170311,03201711,497,No,0
Sandoval County,000043,04,35,3504000043,NM,2017,03,11,"November, 2017",0,65402,61881,3521,5.40,,,20170311,03201711,498,No,0
San Juan County,000045,04,35,3504000045,NM,2017,03,11,"November, 2017",0,53867,50604,3263,6.10,,,20170311,03201711,499,No,0
San Miguel County,000047,04,35,3504000047,NM,2017,03,11,"November, 2017",0,11200,10490,710,6.30,,,20170311,03201711,500,No,0
Santa Fe County,000049,04,35,3504000049,NM,2017,03,11,"November, 2017",0,74172,70828,3344,4.50,,,20170311,03201711,501,No,0
Sierra County,000051,04,35,3504000051,NM,2017,03,11,"November, 2017",0,4382,4098,284,6.50,,,20170311,03201711,502,No,0
Socorro County,000053,04,35,3504000053,NM,2017,03,11,"November, 2017",0,6650,6285,365,5.50,,,20170311,03201711,503,No,0
Taos County,000055,04,35,3504000055,NM,2017,03,11,"November, 2017",0,15280,14202,1078,7.10,,,20170311,03201711,504,No,0
Torrance County,000057,04,35,3504000057,NM,2017,03,11,"November, 2017",0,5812,5294,518,8.90,,,20170311,03201711,505,No,0
Union County,000059,04,35,3504000059,NM,2017,03,11,"November, 2017",0,1948,1884,64,3.30,,,20170311,03201711,506,No,0
Valencia County,000061,04,35,3504000061,NM,2017,03,11,"November, 2017",0,30481,28702,1779,5.80,,,20170311,03201711,507,No,0
Central Region,000005,15,35,3515000005,NM,2017,03,11,"November, 2017",0,434533,412849,21684,5.00,,,20170311,03201711,508,No,0
Southwestern Region,000010,15,35,3515000010,NM,2017,03,11,"November, 2017",0,133261,124841,8420,6.30,,,20170311,03201711,509,No,0
Northern Region,000015,15,35,3515000015,NM,2017,03,11,"November, 2017",0,221317,208742,12575,5.70,,,20170311,03201711,510,No,0
Eastern Region,000020,15,35,3515000020,NM,2017,03,11,"November, 2017",0,158019,150466,7553,4.80,,,20170311,03201711,511,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2017,03,11,"November, 2017",0,434533,412849,21684,5.00,,,20170311,03201711,512,No,0
Farmington MSA,022140,21,35,3521022140,NM,2017,03,11,"November, 2017",0,53867,50604,3263,6.10,,,20170311,03201711,513,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2017,03,11,"November, 2017",0,96511,90922,5589,5.80,,,20170311,03201711,514,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2017,03,11,"November, 2017",0,74172,70828,3344,4.50,,,20170311,03201711,515,No,0
United States,000000,00,00,0000000000,US,2017,03,12,"December, 2017",0,159880000,153602000,6278000,3.90,62.4,60.0,20170312,03201712,516,No,0
New Mexico,000000,01,35,3501000000,NM,2017,03,12,"December, 2017",0,946623,898420,48203,5.10,58.2,55.2,20170312,03201712,517,No,0
Bernalillo County,000001,04,35,3504000001,NM,2017,03,12,"December, 2017",0,332255,317313,14942,4.50,,,20170312,03201712,518,No,0
Catron County,000003,04,35,3504000003,NM,2017,03,12,"December, 2017",0,1147,1060,87,7.60,,,20170312,03201712,519,No,0
Chaves County,000005,04,35,3504000005,NM,2017,03,12,"December, 2017",0,27382,25983,1399,5.10,,,20170312,03201712,520,No,0
Cibola County,000006,04,35,3504000006,NM,2017,03,12,"December, 2017",0,9115,8520,595,6.50,,,20170312,03201712,521,No,0
Colfax County,000007,04,35,3504000007,NM,2017,03,12,"December, 2017",0,5384,5098,286,5.30,,,20170312,03201712,522,No,0
Curry County,000009,04,35,3504000009,NM,2017,03,12,"December, 2017",0,22712,21865,847,3.70,,,20170312,03201712,523,No,0
De Baca County,000011,04,35,3504000011,NM,2017,03,12,"December, 2017",0,820,785,35,4.30,,,20170312,03201712,524,No,0
Doña Ana County,000013,04,35,3504000013,NM,2017,03,12,"December, 2017",0,97131,91589,5542,5.70,,,20170312,03201712,525,No,0
Eddy County,000015,04,35,3504000015,NM,2017,03,12,"December, 2017",0,30182,29095,1087,3.60,,,20170312,03201712,526,No,0
Grant County,000017,04,35,3504000017,NM,2017,03,12,"December, 2017",0,12302,11673,629,5.10,,,20170312,03201712,527,No,0
Guadalupe County,000019,04,35,3504000019,NM,2017,03,12,"December, 2017",0,1591,1500,91,5.70,,,20170312,03201712,528,No,0
Harding County,000021,04,35,3504000021,NM,2017,03,12,"December, 2017",0,293,278,15,5.10,,,20170312,03201712,529,No,0
Hidalgo County,000023,04,35,3504000023,NM,2017,03,12,"December, 2017",0,2151,2065,86,4.00,,,20170312,03201712,530,No,0
Lea County,000025,04,35,3504000025,NM,2017,03,12,"December, 2017",0,28340,27023,1317,4.60,,,20170312,03201712,531,No,0
Lincoln County,000027,04,35,3504000027,NM,2017,03,12,"December, 2017",0,8644,8214,430,5.00,,,20170312,03201712,532,No,0
Los Alamos County,000028,04,35,3504000028,NM,2017,03,12,"December, 2017",0,9093,8798,295,3.20,,,20170312,03201712,533,No,0
Luna County,000029,04,35,3504000029,NM,2017,03,12,"December, 2017",0,10090,8519,1571,15.60,,,20170312,03201712,534,No,0
McKinley County,000031,04,35,3504000031,NM,2017,03,12,"December, 2017",0,24435,22653,1782,7.30,,,20170312,03201712,535,No,0
