Areaname,Area,Areatype,Stfips,Maparea,Stateabbrv,Periodyear,Periodtype,Period,Timeperiod,Adjusted,Laborforce,Emplab,Unemp,Unemprate,Clfprate,Emppopratio,Fullperiod,Sortperiod,Rank,Preliminary,prelim
Eastern Region,000020,15,35,3515000020,NM,2019,03,04,"April, 2019",0,163525,157320,6205,3.80,,,20190304,03201904,210,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2019,03,04,"April, 2019",0,437343,418755,18588,4.30,,,20190304,03201904,211,No,0
Farmington MSA,022140,21,35,3521022140,NM,2019,03,04,"April, 2019",0,52394,49747,2647,5.10,,,20190304,03201904,212,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2019,03,04,"April, 2019",0,98068,92511,5557,5.70,,,20190304,03201904,213,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2019,03,04,"April, 2019",0,73017,70176,2841,3.90,,,20190304,03201904,214,No,0
United States,000000,00,00,0000000000,US,2019,03,05,"May, 2019",0,162655000,157152000,5503000,3.40,62.8,60.7,20190305,03201905,215,No,0
New Mexico,000000,01,35,3501000000,NM,2019,03,05,"May, 2019",0,952380,908148,44232,4.60,58.1,55.4,20190305,03201905,216,No,0
Bernalillo County,000001,04,35,3504000001,NM,2019,03,05,"May, 2019",0,332750,318497,14253,4.30,,,20190305,03201905,217,No,0
Catron County,000003,04,35,3504000003,NM,2019,03,05,"May, 2019",0,1147,1084,63,5.50,,,20190305,03201905,218,No,0
Chaves County,000005,04,35,3504000005,NM,2019,03,05,"May, 2019",0,27218,25968,1250,4.60,,,20190305,03201905,219,No,0
Cibola County,000006,04,35,3504000006,NM,2019,03,05,"May, 2019",0,9071,8557,514,5.70,,,20190305,03201905,220,No,0
Colfax County,000007,04,35,3504000007,NM,2019,03,05,"May, 2019",0,5228,4971,257,4.90,,,20190305,03201905,221,No,0
Curry County,000009,04,35,3504000009,NM,2019,03,05,"May, 2019",0,21715,20864,851,3.90,,,20190305,03201905,222,No,0
De Baca County,000011,04,35,3504000011,NM,2019,03,05,"May, 2019",0,782,752,30,3.80,,,20190305,03201905,223,No,0
Doña Ana County,000013,04,35,3504000013,NM,2019,03,05,"May, 2019",0,98786,93348,5438,5.50,,,20190305,03201905,224,No,0
Eddy County,000015,04,35,3504000015,NM,2019,03,05,"May, 2019",0,33937,32946,991,2.90,,,20190305,03201905,225,No,0
Grant County,000017,04,35,3504000017,NM,2019,03,05,"May, 2019",0,12241,11696,545,4.50,,,20190305,03201905,226,No,0
Guadalupe County,000019,04,35,3504000019,NM,2019,03,05,"May, 2019",0,1570,1486,84,5.40,,,20190305,03201905,227,No,0
Harding County,000021,04,35,3504000021,NM,2019,03,05,"May, 2019",0,268,257,11,4.10,,,20190305,03201905,228,No,0
Hidalgo County,000023,04,35,3504000023,NM,2019,03,05,"May, 2019",0,2181,2099,82,3.80,,,20190305,03201905,229,No,0
Lea County,000025,04,35,3504000025,NM,2019,03,05,"May, 2019",0,30954,29793,1161,3.80,,,20190305,03201905,230,No,0
Lincoln County,000027,04,35,3504000027,NM,2019,03,05,"May, 2019",0,9265,8889,376,4.10,,,20190305,03201905,231,No,0
Los Alamos County,000028,04,35,3504000028,NM,2019,03,05,"May, 2019",0,9488,9193,295,3.10,,,20190305,03201905,232,No,0
Luna County,000029,04,35,3504000029,NM,2019,03,05,"May, 2019",0,10442,9243,1199,11.50,,,20190305,03201905,233,No,0
McKinley County,000031,04,35,3504000031,NM,2019,03,05,"May, 2019",0,24187,22637,1550,6.40,,,20190305,03201905,234,No,0
Mora County,000033,04,35,3504000033,NM,2019,03,05,"May, 2019",0,2226,2109,117,5.30,,,20190305,03201905,235,No,0
Otero County,000035,04,35,3504000035,NM,2019,03,05,"May, 2019",0,24829,23643,1186,4.80,,,20190305,03201905,236,No,0
Quay County,000037,04,35,3504000037,NM,2019,03,05,"May, 2019",0,3262,3097,165,5.10,,,20190305,03201905,237,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2019,03,05,"May, 2019",0,16834,16024,810,4.80,,,20190305,03201905,238,No,0
Roosevelt County,000041,04,35,3504000041,NM,2019,03,05,"May, 2019",0,7824,7489,335,4.30,,,20190305,03201905,239,No,0
Sandoval County,000043,04,35,3504000043,NM,2019,03,05,"May, 2019",0,66876,63813,3063,4.60,,,20190305,03201905,240,No,0
San Juan County,000045,04,35,3504000045,NM,2019,03,05,"May, 2019",0,52211,49568,2643,5.10,,,20190305,03201905,241,No,0
San Miguel County,000047,04,35,3504000047,NM,2019,03,05,"May, 2019",0,10570,9982,588,5.60,,,20190305,03201905,242,No,0
Santa Fe County,000049,04,35,3504000049,NM,2019,03,05,"May, 2019",0,73606,70700,2906,3.90,,,20190305,03201905,243,No,0
Sierra County,000051,04,35,3504000051,NM,2019,03,05,"May, 2019",0,3839,3570,269,7.00,,,20190305,03201905,244,No,0
Socorro County,000053,04,35,3504000053,NM,2019,03,05,"May, 2019",0,6456,6105,351,5.40,,,20190305,03201905,245,No,0
Taos County,000055,04,35,3504000055,NM,2019,03,05,"May, 2019",0,14563,13659,904,6.20,,,20190305,03201905,246,No,0
Torrance County,000057,04,35,3504000057,NM,2019,03,05,"May, 2019",0,5563,5215,348,6.30,,,20190305,03201905,247,No,0
Union County,000059,04,35,3504000059,NM,2019,03,05,"May, 2019",0,1853,1798,55,3.00,,,20190305,03201905,248,No,0
Valencia County,000061,04,35,3504000061,NM,2019,03,05,"May, 2019",0,30636,29094,1542,5.00,,,20190305,03201905,249,No,0
Central Region,000005,15,35,3515000005,NM,2019,03,05,"May, 2019",0,435825,416619,19206,4.40,,,20190305,03201905,250,No,0
Southwestern Region,000010,15,35,3515000010,NM,2019,03,05,"May, 2019",0,135092,127145,7947,5.90,,,20190305,03201905,251,No,0
Northern Region,000015,15,35,3515000015,NM,2019,03,05,"May, 2019",0,217984,207400,10584,4.90,,,20190305,03201905,252,No,0
Eastern Region,000020,15,35,3515000020,NM,2019,03,05,"May, 2019",0,163477,156982,6495,4.00,,,20190305,03201905,253,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2019,03,05,"May, 2019",0,435825,416619,19206,4.40,,,20190305,03201905,254,No,0
Farmington MSA,022140,21,35,3521022140,NM,2019,03,05,"May, 2019",0,52211,49568,2643,5.10,,,20190305,03201905,255,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2019,03,05,"May, 2019",0,98786,93348,5438,5.50,,,20190305,03201905,256,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2019,03,05,"May, 2019",0,73606,70700,2906,3.90,,,20190305,03201905,257,No,0
United States,000000,00,00,0000000000,US,2019,03,06,"June, 2019",0,164120000,157828000,6292000,3.80,63.4,60.9,20190306,03201906,258,No,0
New Mexico,000000,01,35,3501000000,NM,2019,03,06,"June, 2019",0,964237,909376,54861,5.70,58.8,55.4,20190306,03201906,259,No,0
Bernalillo County,000001,04,35,3504000001,NM,2019,03,06,"June, 2019",0,336369,318662,17707,5.30,,,20190306,03201906,260,No,0
Catron County,000003,04,35,3504000003,NM,2019,03,06,"June, 2019",0,1189,1115,74,6.20,,,20190306,03201906,261,No,0
Chaves County,000005,04,35,3504000005,NM,2019,03,06,"June, 2019",0,27407,25780,1627,5.90,,,20190306,03201906,262,No,0
Cibola County,000006,04,35,3504000006,NM,2019,03,06,"June, 2019",0,9314,8644,670,7.20,,,20190306,03201906,263,No,0
Colfax County,000007,04,35,3504000007,NM,2019,03,06,"June, 2019",0,6333,6030,303,4.80,,,20190306,03201906,264,No,0
Curry County,000009,04,35,3504000009,NM,2019,03,06,"June, 2019",0,21495,20433,1062,4.90,,,20190306,03201906,265,No,0
De Baca County,000011,04,35,3504000011,NM,2019,03,06,"June, 2019",0,808,766,42,5.20,,,20190306,03201906,266,No,0
Doña Ana County,000013,04,35,3504000013,NM,2019,03,06,"June, 2019",0,98412,91944,6468,6.60,,,20190306,03201906,267,No,0
Eddy County,000015,04,35,3504000015,NM,2019,03,06,"June, 2019",0,34510,33256,1254,3.60,,,20190306,03201906,268,No,0
Grant County,000017,04,35,3504000017,NM,2019,03,06,"June, 2019",0,12197,11530,667,5.50,,,20190306,03201906,269,No,0
Guadalupe County,000019,04,35,3504000019,NM,2019,03,06,"June, 2019",0,1631,1528,103,6.30,,,20190306,03201906,270,No,0
Harding County,000021,04,35,3504000021,NM,2019,03,06,"June, 2019",0,277,262,15,5.40,,,20190306,03201906,271,No,0
Hidalgo County,000023,04,35,3504000023,NM,2019,03,06,"June, 2019",0,2177,2077,100,4.60,,,20190306,03201906,272,No,0
Lea County,000025,04,35,3504000025,NM,2019,03,06,"June, 2019",0,31361,29845,1516,4.80,,,20190306,03201906,273,No,0
Lincoln County,000027,04,35,3504000027,NM,2019,03,06,"June, 2019",0,9454,8986,468,5.00,,,20190306,03201906,274,No,0
Los Alamos County,000028,04,35,3504000028,NM,2019,03,06,"June, 2019",0,9769,9401,368,3.80,,,20190306,03201906,275,No,0
Luna County,000029,04,35,3504000029,NM,2019,03,06,"June, 2019",0,10777,9597,1180,10.90,,,20190306,03201906,276,No,0
McKinley County,000031,04,35,3504000031,NM,2019,03,06,"June, 2019",0,24302,22225,2077,8.50,,,20190306,03201906,277,No,0
Mora County,000033,04,35,3504000033,NM,2019,03,06,"June, 2019",0,2295,2153,142,6.20,,,20190306,03201906,278,No,0
Otero County,000035,04,35,3504000035,NM,2019,03,06,"June, 2019",0,25182,23697,1485,5.90,,,20190306,03201906,279,No,0
Quay County,000037,04,35,3504000037,NM,2019,03,06,"June, 2019",0,3274,3068,206,6.30,,,20190306,03201906,280,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2019,03,06,"June, 2019",0,17110,16101,1009,5.90,,,20190306,03201906,281,No,0
Roosevelt County,000041,04,35,3504000041,NM,2019,03,06,"June, 2019",0,7502,7063,439,5.90,,,20190306,03201906,282,No,0
Sandoval County,000043,04,35,3504000043,NM,2019,03,06,"June, 2019",0,67888,63968,3920,5.80,,,20190306,03201906,283,No,0
San Juan County,000045,04,35,3504000045,NM,2019,03,06,"June, 2019",0,52792,49347,3445,6.50,,,20190306,03201906,284,No,0
San Miguel County,000047,04,35,3504000047,NM,2019,03,06,"June, 2019",0,10649,9931,718,6.70,,,20190306,03201906,285,No,0
Santa Fe County,000049,04,35,3504000049,NM,2019,03,06,"June, 2019",0,75217,71672,3545,4.70,,,20190306,03201906,286,No,0
Sierra County,000051,04,35,3504000051,NM,2019,03,06,"June, 2019",0,3995,3719,276,6.90,,,20190306,03201906,287,No,0
Socorro County,000053,04,35,3504000053,NM,2019,03,06,"June, 2019",0,6568,6097,471,7.20,,,20190306,03201906,288,No,0
Taos County,000055,04,35,3504000055,NM,2019,03,06,"June, 2019",0,15288,14261,1027,6.70,,,20190306,03201906,289,No,0
Torrance County,000057,04,35,3504000057,NM,2019,03,06,"June, 2019",0,5649,5226,423,7.50,,,20190306,03201906,290,No,0
Union County,000059,04,35,3504000059,NM,2019,03,06,"June, 2019",0,1897,1827,70,3.70,,,20190306,03201906,291,No,0
Valencia County,000061,04,35,3504000061,NM,2019,03,06,"June, 2019",0,31148,29164,1984,6.40,,,20190306,03201906,292,No,0
Central Region,000005,15,35,3515000005,NM,2019,03,06,"June, 2019",0,441054,417020,24034,5.40,,,20190306,03201906,293,No,0
Southwestern Region,000010,15,35,3515000010,NM,2019,03,06,"June, 2019",0,135315,126079,9236,6.80,,,20190306,03201906,294,No,0
Northern Region,000015,15,35,3515000015,NM,2019,03,06,"June, 2019",0,223069,209765,13304,6.00,,,20190306,03201906,295,No,0
Eastern Region,000020,15,35,3515000020,NM,2019,03,06,"June, 2019",0,164798,156511,8287,5.00,,,20190306,03201906,296,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2019,03,06,"June, 2019",0,441054,417020,24034,5.40,,,20190306,03201906,297,No,0
Farmington MSA,022140,21,35,3521022140,NM,2019,03,06,"June, 2019",0,52792,49347,3445,6.50,,,20190306,03201906,298,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2019,03,06,"June, 2019",0,98412,91944,6468,6.60,,,20190306,03201906,299,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2019,03,06,"June, 2019",0,75217,71672,3545,4.70,,,20190306,03201906,300,No,0
United States,000000,00,00,0000000000,US,2019,03,07,"July, 2019",0,164941000,158385000,6556000,4.00,63.6,61.1,20190307,03201907,301,No,0
New Mexico,000000,01,35,3501000000,NM,2019,03,07,"July, 2019",0,964757,908679,56078,5.80,58.8,55.4,20190307,03201907,302,No,0
Bernalillo County,000001,04,35,3504000001,NM,2019,03,07,"July, 2019",0,336072,318031,18041,5.40,,,20190307,03201907,303,No,0
Catron County,000003,04,35,3504000003,NM,2019,03,07,"July, 2019",0,1186,1108,78,6.60,,,20190307,03201907,304,No,0
Chaves County,000005,04,35,3504000005,NM,2019,03,07,"July, 2019",0,27654,25936,1718,6.20,,,20190307,03201907,305,No,0
Cibola County,000006,04,35,3504000006,NM,2019,03,07,"July, 2019",0,9099,8416,683,7.50,,,20190307,03201907,306,No,0
Colfax County,000007,04,35,3504000007,NM,2019,03,07,"July, 2019",0,6404,6094,310,4.80,,,20190307,03201907,307,No,0
Curry County,000009,04,35,3504000009,NM,2019,03,07,"July, 2019",0,21727,20600,1127,5.20,,,20190307,03201907,308,No,0
De Baca County,000011,04,35,3504000011,NM,2019,03,07,"July, 2019",0,797,753,44,5.50,,,20190307,03201907,309,No,0
Doña Ana County,000013,04,35,3504000013,NM,2019,03,07,"July, 2019",0,97440,90955,6485,6.70,,,20190307,03201907,310,No,0
Eddy County,000015,04,35,3504000015,NM,2019,03,07,"July, 2019",0,35358,33980,1378,3.90,,,20190307,03201907,311,No,0
Grant County,000017,04,35,3504000017,NM,2019,03,07,"July, 2019",0,11985,11295,690,5.80,,,20190307,03201907,312,No,0
Guadalupe County,000019,04,35,3504000019,NM,2019,03,07,"July, 2019",0,1597,1496,101,6.30,,,20190307,03201907,313,No,0
Harding County,000021,04,35,3504000021,NM,2019,03,07,"July, 2019",0,268,254,14,5.20,,,20190307,03201907,314,No,0
Hidalgo County,000023,04,35,3504000023,NM,2019,03,07,"July, 2019",0,2116,2007,109,5.20,,,20190307,03201907,315,No,0
Lea County,000025,04,35,3504000025,NM,2019,03,07,"July, 2019",0,31631,30010,1621,5.10,,,20190307,03201907,316,No,0
Lincoln County,000027,04,35,3504000027,NM,2019,03,07,"July, 2019",0,9550,9059,491,5.10,,,20190307,03201907,317,No,0
Los Alamos County,000028,04,35,3504000028,NM,2019,03,07,"July, 2019",0,9890,9493,397,4.00,,,20190307,03201907,318,No,0
Luna County,000029,04,35,3504000029,NM,2019,03,07,"July, 2019",0,11299,10269,1030,9.10,,,20190307,03201907,319,No,0
McKinley County,000031,04,35,3504000031,NM,2019,03,07,"July, 2019",0,23969,21854,2115,8.80,,,20190307,03201907,320,No,0
Mora County,000033,04,35,3504000033,NM,2019,03,07,"July, 2019",0,2257,2114,143,6.30,,,20190307,03201907,321,No,0
Otero County,000035,04,35,3504000035,NM,2019,03,07,"July, 2019",0,24902,23369,1533,6.20,,,20190307,03201907,322,No,0
Quay County,000037,04,35,3504000037,NM,2019,03,07,"July, 2019",0,3220,3010,210,6.50,,,20190307,03201907,323,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2019,03,07,"July, 2019",0,17272,16233,1039,6.00,,,20190307,03201907,324,No,0
Roosevelt County,000041,04,35,3504000041,NM,2019,03,07,"July, 2019",0,7818,7343,475,6.10,,,20190307,03201907,325,No,0
Sandoval County,000043,04,35,3504000043,NM,2019,03,07,"July, 2019",0,67803,63786,4017,5.90,,,20190307,03201907,326,No,0
San Juan County,000045,04,35,3504000045,NM,2019,03,07,"July, 2019",0,52005,48472,3533,6.80,,,20190307,03201907,327,No,0
San Miguel County,000047,04,35,3504000047,NM,2019,03,07,"July, 2019",0,10706,9953,753,7.00,,,20190307,03201907,328,No,0
Santa Fe County,000049,04,35,3504000049,NM,2019,03,07,"July, 2019",0,75933,72290,3643,4.80,,,20190307,03201907,329,No,0
Sierra County,000051,04,35,3504000051,NM,2019,03,07,"July, 2019",0,4057,3784,273,6.70,,,20190307,03201907,330,No,0
Socorro County,000053,04,35,3504000053,NM,2019,03,07,"July, 2019",0,6471,5985,486,7.50,,,20190307,03201907,331,No,0
Taos County,000055,04,35,3504000055,NM,2019,03,07,"July, 2019",0,15446,14432,1014,6.60,,,20190307,03201907,332,No,0
Torrance County,000057,04,35,3504000057,NM,2019,03,07,"July, 2019",0,5648,5225,423,7.50,,,20190307,03201907,333,No,0
Union County,000059,04,35,3504000059,NM,2019,03,07,"July, 2019",0,1961,1884,77,3.90,,,20190307,03201907,334,No,0
Valencia County,000061,04,35,3504000061,NM,2019,03,07,"July, 2019",0,31211,29187,2024,6.50,,,20190307,03201907,335,No,0
Central Region,000005,15,35,3515000005,NM,2019,03,07,"July, 2019",0,440734,416229,24505,5.60,,,20190307,03201907,336,No,0
Southwestern Region,000010,15,35,3515000010,NM,2019,03,07,"July, 2019",0,134554,125403,9151,6.80,,,20190307,03201907,337,No,0
Northern Region,000015,15,35,3515000015,NM,2019,03,07,"July, 2019",0,222981,209351,13630,6.10,,,20190307,03201907,338,No,0
Eastern Region,000020,15,35,3515000020,NM,2019,03,07,"July, 2019",0,166483,157694,8789,5.30,,,20190307,03201907,339,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2019,03,07,"July, 2019",0,440734,416229,24505,5.60,,,20190307,03201907,340,No,0
Farmington MSA,022140,21,35,3521022140,NM,2019,03,07,"July, 2019",0,52005,48472,3533,6.80,,,20190307,03201907,341,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2019,03,07,"July, 2019",0,97440,90955,6485,6.70,,,20190307,03201907,342,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2019,03,07,"July, 2019",0,75933,72290,3643,4.80,,,20190307,03201907,343,No,0
United States,000000,00,00,0000000000,US,2019,03,08,"August, 2019",0,164019000,157816000,6203000,3.80,63.2,60.8,20190308,03201908,344,No,0
New Mexico,000000,01,35,3501000000,NM,2019,03,08,"August, 2019",0,960472,911188,49284,5.10,58.5,55.5,20190308,03201908,345,No,0
Bernalillo County,000001,04,35,3504000001,NM,2019,03,08,"August, 2019",0,334701,318577,16124,4.80,,,20190308,03201908,346,No,0
Catron County,000003,04,35,3504000003,NM,2019,03,08,"August, 2019",0,1191,1124,67,5.60,,,20190308,03201908,347,No,0
Chaves County,000005,04,35,3504000005,NM,2019,03,08,"August, 2019",0,27369,25945,1424,5.20,,,20190308,03201908,348,No,0
Cibola County,000006,04,35,3504000006,NM,2019,03,08,"August, 2019",0,9038,8435,603,6.70,,,20190308,03201908,349,No,0
Colfax County,000007,04,35,3504000007,NM,2019,03,08,"August, 2019",0,6296,6019,277,4.40,,,20190308,03201908,350,No,0
Curry County,000009,04,35,3504000009,NM,2019,03,08,"August, 2019",0,21539,20554,985,4.60,,,20190308,03201908,351,No,0
De Baca County,000011,04,35,3504000011,NM,2019,03,08,"August, 2019",0,790,757,33,4.20,,,20190308,03201908,352,No,0
Doña Ana County,000013,04,35,3504000013,NM,2019,03,08,"August, 2019",0,97781,92211,5570,5.70,,,20190308,03201908,353,No,0
Eddy County,000015,04,35,3504000015,NM,2019,03,08,"August, 2019",0,35051,33872,1179,3.40,,,20190308,03201908,354,No,0
Grant County,000017,04,35,3504000017,NM,2019,03,08,"August, 2019",0,12044,11429,615,5.10,,,20190308,03201908,355,No,0
Guadalupe County,000019,04,35,3504000019,NM,2019,03,08,"August, 2019",0,1592,1507,85,5.30,,,20190308,03201908,356,No,0
Harding County,000021,04,35,3504000021,NM,2019,03,08,"August, 2019",0,277,263,14,5.10,,,20190308,03201908,357,No,0
Hidalgo County,000023,04,35,3504000023,NM,2019,03,08,"August, 2019",0,2098,1994,104,5.00,,,20190308,03201908,358,No,0
Lea County,000025,04,35,3504000025,NM,2019,03,08,"August, 2019",0,31400,30046,1354,4.30,,,20190308,03201908,359,No,0
Lincoln County,000027,04,35,3504000027,NM,2019,03,08,"August, 2019",0,9527,9116,411,4.30,,,20190308,03201908,360,No,0
Los Alamos County,000028,04,35,3504000028,NM,2019,03,08,"August, 2019",0,9900,9565,335,3.40,,,20190308,03201908,361,No,0
Luna County,000029,04,35,3504000029,NM,2019,03,08,"August, 2019",0,11076,10120,956,8.60,,,20190308,03201908,362,No,0
McKinley County,000031,04,35,3504000031,NM,2019,03,08,"August, 2019",0,24267,22446,1821,7.50,,,20190308,03201908,363,No,0
Mora County,000033,04,35,3504000033,NM,2019,03,08,"August, 2019",0,2283,2151,132,5.80,,,20190308,03201908,364,No,0
Otero County,000035,04,35,3504000035,NM,2019,03,08,"August, 2019",0,24879,23570,1309,5.30,,,20190308,03201908,365,No,0
Quay County,000037,04,35,3504000037,NM,2019,03,08,"August, 2019",0,3191,3010,181,5.70,,,20190308,03201908,366,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2019,03,08,"August, 2019",0,17085,16165,920,5.40,,,20190308,03201908,367,No,0
Roosevelt County,000041,04,35,3504000041,NM,2019,03,08,"August, 2019",0,7826,7441,385,4.90,,,20190308,03201908,368,No,0
Sandoval County,000043,04,35,3504000043,NM,2019,03,08,"August, 2019",0,67287,63790,3497,5.20,,,20190308,03201908,369,No,0
San Juan County,000045,04,35,3504000045,NM,2019,03,08,"August, 2019",0,51414,48273,3141,6.10,,,20190308,03201908,370,No,0
San Miguel County,000047,04,35,3504000047,NM,2019,03,08,"August, 2019",0,10601,9931,670,6.30,,,20190308,03201908,371,No,0
Santa Fe County,000049,04,35,3504000049,NM,2019,03,08,"August, 2019",0,75244,72015,3229,4.30,,,20190308,03201908,372,No,0
Sierra County,000051,04,35,3504000051,NM,2019,03,08,"August, 2019",0,4246,3989,257,6.10,,,20190308,03201908,373,No,0
Socorro County,000053,04,35,3504000053,NM,2019,03,08,"August, 2019",0,6476,6057,419,6.50,,,20190308,03201908,374,No,0
Taos County,000055,04,35,3504000055,NM,2019,03,08,"August, 2019",0,15339,14410,929,6.10,,,20190308,03201908,375,No,0
Torrance County,000057,04,35,3504000057,NM,2019,03,08,"August, 2019",0,5664,5273,391,6.90,,,20190308,03201908,376,No,0
Union County,000059,04,35,3504000059,NM,2019,03,08,"August, 2019",0,1961,1896,65,3.30,,,20190308,03201908,377,No,0
Valencia County,000061,04,35,3504000061,NM,2019,03,08,"August, 2019",0,31038,29238,1800,5.80,,,20190308,03201908,378,No,0
Central Region,000005,15,35,3515000005,NM,2019,03,08,"August, 2019",0,438690,416878,21812,5.00,,,20190308,03201908,379,No,0
Southwestern Region,000010,15,35,3515000010,NM,2019,03,08,"August, 2019",0,134912,126924,7988,5.90,,,20190308,03201908,380,No,0
Northern Region,000015,15,35,3515000015,NM,2019,03,08,"August, 2019",0,221467,209410,12057,5.40,,,20190308,03201908,381,No,0
Eastern Region,000020,15,35,3515000020,NM,2019,03,08,"August, 2019",0,165402,157977,7425,4.50,,,20190308,03201908,382,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2019,03,08,"August, 2019",0,438690,416878,21812,5.00,,,20190308,03201908,383,No,0
Farmington MSA,022140,21,35,3521022140,NM,2019,03,08,"August, 2019",0,51414,48273,3141,6.10,,,20190308,03201908,384,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2019,03,08,"August, 2019",0,97781,92211,5570,5.70,,,20190308,03201908,385,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2019,03,08,"August, 2019",0,75244,72015,3229,4.30,,,20190308,03201908,386,No,0
United States,000000,00,00,0000000000,US,2019,03,09,"September, 2019",0,163943000,158478000,5465000,3.30,63.1,61.0,20190309,03201909,387,No,0
New Mexico,000000,01,35,3501000000,NM,2019,03,09,"September, 2019",0,959714,915273,44441,4.60,58.4,55.7,20190309,03201909,388,No,0
Bernalillo County,000001,04,35,3504000001,NM,2019,03,09,"September, 2019",0,335324,320767,14557,4.30,,,20190309,03201909,389,No,0
Catron County,000003,04,35,3504000003,NM,2019,03,09,"September, 2019",0,1173,1113,60,5.10,,,20190309,03201909,390,No,0
Chaves County,000005,04,35,3504000005,NM,2019,03,09,"September, 2019",0,27330,26017,1313,4.80,,,20190309,03201909,391,No,0
Cibola County,000006,04,35,3504000006,NM,2019,03,09,"September, 2019",0,8993,8450,543,6.00,,,20190309,03201909,392,No,0
Colfax County,000007,04,35,3504000007,NM,2019,03,09,"September, 2019",0,5252,5006,246,4.70,,,20190309,03201909,393,No,0
Curry County,000009,04,35,3504000009,NM,2019,03,09,"September, 2019",0,21710,20808,902,4.20,,,20190309,03201909,394,No,0
De Baca County,000011,04,35,3504000011,NM,2019,03,09,"September, 2019",0,785,755,30,3.80,,,20190309,03201909,395,No,0
Doña Ana County,000013,04,35,3504000013,NM,2019,03,09,"September, 2019",0,98779,93701,5078,5.10,,,20190309,03201909,396,No,0
Eddy County,000015,04,35,3504000015,NM,2019,03,09,"September, 2019",0,35028,33968,1060,3.00,,,20190309,03201909,397,No,0
Grant County,000017,04,35,3504000017,NM,2019,03,09,"September, 2019",0,12092,11537,555,4.60,,,20190309,03201909,398,No,0
Guadalupe County,000019,04,35,3504000019,NM,2019,03,09,"September, 2019",0,1566,1493,73,4.70,,,20190309,03201909,399,No,0
Harding County,000021,04,35,3504000021,NM,2019,03,09,"September, 2019",0,267,256,11,4.10,,,20190309,03201909,400,No,0
Hidalgo County,000023,04,35,3504000023,NM,2019,03,09,"September, 2019",0,2118,2025,93,4.40,,,20190309,03201909,401,No,0
Lea County,000025,04,35,3504000025,NM,2019,03,09,"September, 2019",0,31436,30216,1220,3.90,,,20190309,03201909,402,No,0
Lincoln County,000027,04,35,3504000027,NM,2019,03,09,"September, 2019",0,9121,8743,378,4.10,,,20190309,03201909,403,No,0
Los Alamos County,000028,04,35,3504000028,NM,2019,03,09,"September, 2019",0,9859,9570,289,2.90,,,20190309,03201909,404,No,0
Luna County,000029,04,35,3504000029,NM,2019,03,09,"September, 2019",0,10686,9817,869,8.10,,,20190309,03201909,405,No,0
McKinley County,000031,04,35,3504000031,NM,2019,03,09,"September, 2019",0,24220,22598,1622,6.70,,,20190309,03201909,406,No,0
Mora County,000033,04,35,3504000033,NM,2019,03,09,"September, 2019",0,2220,2105,115,5.20,,,20190309,03201909,407,No,0
Otero County,000035,04,35,3504000035,NM,2019,03,09,"September, 2019",0,24864,23715,1149,4.60,,,20190309,03201909,408,No,0
Quay County,000037,04,35,3504000037,NM,2019,03,09,"September, 2019",0,3212,3052,160,5.00,,,20190309,03201909,409,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2019,03,09,"September, 2019",0,16957,16126,831,4.90,,,20190309,03201909,410,No,0
Roosevelt County,000041,04,35,3504000041,NM,2019,03,09,"September, 2019",0,7985,7642,343,4.30,,,20190309,03201909,411,No,0
Sandoval County,000043,04,35,3504000043,NM,2019,03,09,"September, 2019",0,67405,64231,3174,4.70,,,20190309,03201909,412,No,0
San Juan County,000045,04,35,3504000045,NM,2019,03,09,"September, 2019",0,52478,49603,2875,5.50,,,20190309,03201909,413,No,0
San Miguel County,000047,04,35,3504000047,NM,2019,03,09,"September, 2019",0,10900,10295,605,5.60,,,20190309,03201909,414,No,0
Santa Fe County,000049,04,35,3504000049,NM,2019,03,09,"September, 2019",0,74074,71268,2806,3.80,,,20190309,03201909,415,No,0
Sierra County,000051,04,35,3504000051,NM,2019,03,09,"September, 2019",0,3860,3634,226,5.90,,,20190309,03201909,416,No,0
Socorro County,000053,04,35,3504000053,NM,2019,03,09,"September, 2019",0,6482,6111,371,5.70,,,20190309,03201909,417,No,0
Taos County,000055,04,35,3504000055,NM,2019,03,09,"September, 2019",0,14995,14145,850,5.70,,,20190309,03201909,418,No,0
