Areaname,Area,Areatype,Stfips,Maparea,Stateabbrv,Periodyear,Periodtype,Period,Timeperiod,Adjusted,Laborforce,Emplab,Unemp,Unemprate,Clfprate,Emppopratio,Fullperiod,Sortperiod,Rank,Preliminary,prelim
Santa Fe County,000049,04,35,3504000049,NM,2020,01,00,2020,0,71346,65455,5891,8.30,,,20200100,01202000,28,No,0
Sierra County,000051,04,35,3504000051,NM,2020,01,00,2020,0,4127,3749,378,9.20,,,20200100,01202000,29,No,0
Socorro County,000053,04,35,3504000053,NM,2020,01,00,2020,0,6248,5805,443,7.10,,,20200100,01202000,30,No,0
Taos County,000055,04,35,3504000055,NM,2020,01,00,2020,0,14967,13238,1729,11.60,,,20200100,01202000,31,No,0
Torrance County,000057,04,35,3504000057,NM,2020,01,00,2020,0,5365,4854,511,9.50,,,20200100,01202000,32,No,0
Union County,000059,04,35,3504000059,NM,2020,01,00,2020,0,1653,1569,84,5.10,,,20200100,01202000,33,No,0
Valencia County,000061,04,35,3504000061,NM,2020,01,00,2020,0,30167,27681,2486,8.20,,,20200100,01202000,34,No,0
Central Region,000005,15,35,3515000005,NM,2020,01,00,2020,0,432502,396982,35520,8.20,,,20200100,01202000,35,No,0
Southwestern Region,000010,15,35,3515000010,NM,2020,01,00,2020,0,132908,121097,11811,8.90,,,20200100,01202000,36,No,0
Northern Region,000015,15,35,3515000015,NM,2020,01,00,2020,0,214395,195274,19121,8.90,,,20200100,01202000,37,No,0
Eastern Region,000020,15,35,3515000020,NM,2020,01,00,2020,0,163485,150524,12961,7.90,,,20200100,01202000,38,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2020,01,00,2020,0,432502,396982,35520,8.20,,,20200100,01202000,39,No,0
Farmington MSA,022140,21,35,3521022140,NM,2020,01,00,2020,0,50367,45321,5046,10.00,,,20200100,01202000,40,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2020,01,00,2020,0,97153,89080,8073,8.30,,,20200100,01202000,41,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2020,01,00,2020,0,71346,65455,5891,8.30,,,20200100,01202000,42,No,0
United States,000000,00,00,0000000000,US,2020,03,01,"January, 2020",0,163497000,156994000,6504000,4.00,63.0,60.5,20200301,03202001,43,No,0
New Mexico,000000,01,35,3501000000,NM,2020,03,01,"January, 2020",0,962250,912482,49768,5.20,58.4,55.3,20200301,03202001,44,No,0
Bernalillo County,000001,04,35,3504000001,NM,2020,03,01,"January, 2020",0,336719,321205,15514,4.60,,,20200301,03202001,45,No,0
Catron County,000003,04,35,3504000003,NM,2020,03,01,"January, 2020",0,1114,1020,94,8.40,,,20200301,03202001,46,No,0
Chaves County,000005,04,35,3504000005,NM,2020,03,01,"January, 2020",0,28020,26598,1422,5.10,,,20200301,03202001,47,No,0
Cibola County,000006,04,35,3504000006,NM,2020,03,01,"January, 2020",0,9013,8407,606,6.70,,,20200301,03202001,48,No,0
Colfax County,000007,04,35,3504000007,NM,2020,03,01,"January, 2020",0,5457,5205,252,4.60,,,20200301,03202001,49,No,0
Curry County,000009,04,35,3504000009,NM,2020,03,01,"January, 2020",0,22387,21462,925,4.10,,,20200301,03202001,50,No,0
De Baca County,000011,04,35,3504000011,NM,2020,03,01,"January, 2020",0,703,670,33,4.70,,,20200301,03202001,51,No,0
Doña Ana County,000013,04,35,3504000013,NM,2020,03,01,"January, 2020",0,98031,91838,6193,6.30,,,20200301,03202001,52,No,0
Eddy County,000015,04,35,3504000015,NM,2020,03,01,"January, 2020",0,35630,34479,1151,3.20,,,20200301,03202001,53,No,0
Grant County,000017,04,35,3504000017,NM,2020,03,01,"January, 2020",0,12278,11648,630,5.10,,,20200301,03202001,54,No,0
Guadalupe County,000019,04,35,3504000019,NM,2020,03,01,"January, 2020",0,1545,1467,78,5.00,,,20200301,03202001,55,No,0
Harding County,000021,04,35,3504000021,NM,2020,03,01,"January, 2020",0,279,268,11,3.90,,,20200301,03202001,56,No,0
Hidalgo County,000023,04,35,3504000023,NM,2020,03,01,"January, 2020",0,2021,1927,94,4.70,,,20200301,03202001,57,No,0
Lea County,000025,04,35,3504000025,NM,2020,03,01,"January, 2020",0,31230,29819,1411,4.50,,,20200301,03202001,58,No,0
Lincoln County,000027,04,35,3504000027,NM,2020,03,01,"January, 2020",0,8878,8428,450,5.10,,,20200301,03202001,59,No,0
Los Alamos County,000028,04,35,3504000028,NM,2020,03,01,"January, 2020",0,9772,9444,328,3.40,,,20200301,03202001,60,No,0
Luna County,000029,04,35,3504000029,NM,2020,03,01,"January, 2020",0,10252,8623,1629,15.90,,,20200301,03202001,61,No,0
McKinley County,000031,04,35,3504000031,NM,2020,03,01,"January, 2020",0,24597,22813,1784,7.30,,,20200301,03202001,62,No,0
Mora County,000033,04,35,3504000033,NM,2020,03,01,"January, 2020",0,2093,1934,159,7.60,,,20200301,03202001,63,No,0
Otero County,000035,04,35,3504000035,NM,2020,03,01,"January, 2020",0,26302,24988,1314,5.00,,,20200301,03202001,64,No,0
Quay County,000037,04,35,3504000037,NM,2020,03,01,"January, 2020",0,3132,2964,168,5.40,,,20200301,03202001,65,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2020,03,01,"January, 2020",0,16893,15928,965,5.70,,,20200301,03202001,66,No,0
Roosevelt County,000041,04,35,3504000041,NM,2020,03,01,"January, 2020",0,7691,7330,361,4.70,,,20200301,03202001,67,No,0
Sandoval County,000043,04,35,3504000043,NM,2020,03,01,"January, 2020",0,67326,64004,3322,4.90,,,20200301,03202001,68,No,0
San Juan County,000045,04,35,3504000045,NM,2020,03,01,"January, 2020",0,51643,48339,3304,6.40,,,20200301,03202001,69,No,0
San Miguel County,000047,04,35,3504000047,NM,2020,03,01,"January, 2020",0,10688,10028,660,6.20,,,20200301,03202001,70,No,0
Santa Fe County,000049,04,35,3504000049,NM,2020,03,01,"January, 2020",0,74062,70909,3153,4.30,,,20200301,03202001,71,No,0
Sierra County,000051,04,35,3504000051,NM,2020,03,01,"January, 2020",0,4055,3761,294,7.30,,,20200301,03202001,72,No,0
Socorro County,000053,04,35,3504000053,NM,2020,03,01,"January, 2020",0,6375,5994,381,6.00,,,20200301,03202001,73,No,0
Taos County,000055,04,35,3504000055,NM,2020,03,01,"January, 2020",0,16133,15188,945,5.90,,,20200301,03202001,74,No,0
Torrance County,000057,04,35,3504000057,NM,2020,03,01,"January, 2020",0,5412,5016,396,7.30,,,20200301,03202001,75,No,0
Union County,000059,04,35,3504000059,NM,2020,03,01,"January, 2020",0,1643,1571,72,4.40,,,20200301,03202001,76,No,0
Valencia County,000061,04,35,3504000061,NM,2020,03,01,"January, 2020",0,30875,29205,1670,5.40,,,20200301,03202001,77,No,0
Central Region,000005,15,35,3515000005,NM,2020,03,01,"January, 2020",0,440332,419430,20902,4.70,,,20200301,03202001,78,No,0
Southwestern Region,000010,15,35,3515000010,NM,2020,03,01,"January, 2020",0,134126,124811,9315,6.90,,,20200301,03202001,79,No,0
Northern Region,000015,15,35,3515000015,NM,2020,03,01,"January, 2020",0,220351,208195,12156,5.50,,,20200301,03202001,80,No,0
Eastern Region,000020,15,35,3515000020,NM,2020,03,01,"January, 2020",0,167440,160044,7396,4.40,,,20200301,03202001,81,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2020,03,01,"January, 2020",0,440332,419430,20902,4.70,,,20200301,03202001,82,No,0
Farmington MSA,022140,21,35,3521022140,NM,2020,03,01,"January, 2020",0,51643,48339,3304,6.40,,,20200301,03202001,83,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2020,03,01,"January, 2020",0,98031,91838,6193,6.30,,,20200301,03202001,84,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2020,03,01,"January, 2020",0,74062,70909,3153,4.30,,,20200301,03202001,85,No,0
United States,000000,00,00,0000000000,US,2020,03,02,"February, 2020",0,164235000,158017000,6218000,3.80,63.3,60.9,20200302,03202002,86,No,0
New Mexico,000000,01,35,3501000000,NM,2020,03,02,"February, 2020",0,966815,917579,49236,5.10,58.6,55.6,20200302,03202002,87,No,0
Bernalillo County,000001,04,35,3504000001,NM,2020,03,02,"February, 2020",0,338477,323239,15238,4.50,,,20200302,03202002,88,No,0
Catron County,000003,04,35,3504000003,NM,2020,03,02,"February, 2020",0,1119,1025,94,8.40,,,20200302,03202002,89,No,0
Chaves County,000005,04,35,3504000005,NM,2020,03,02,"February, 2020",0,27936,26591,1345,4.80,,,20200302,03202002,90,No,0
Cibola County,000006,04,35,3504000006,NM,2020,03,02,"February, 2020",0,8992,8404,588,6.50,,,20200302,03202002,91,No,0
Colfax County,000007,04,35,3504000007,NM,2020,03,02,"February, 2020",0,5360,5106,254,4.70,,,20200302,03202002,92,No,0
Curry County,000009,04,35,3504000009,NM,2020,03,02,"February, 2020",0,22371,21494,877,3.90,,,20200302,03202002,93,No,0
De Baca County,000011,04,35,3504000011,NM,2020,03,02,"February, 2020",0,704,674,30,4.30,,,20200302,03202002,94,No,0
Doña Ana County,000013,04,35,3504000013,NM,2020,03,02,"February, 2020",0,99621,93351,6270,6.30,,,20200302,03202002,95,No,0
Eddy County,000015,04,35,3504000015,NM,2020,03,02,"February, 2020",0,35801,34645,1156,3.20,,,20200302,03202002,96,No,0
Grant County,000017,04,35,3504000017,NM,2020,03,02,"February, 2020",0,12351,11751,600,4.90,,,20200302,03202002,97,No,0
Guadalupe County,000019,04,35,3504000019,NM,2020,03,02,"February, 2020",0,1529,1458,71,4.60,,,20200302,03202002,98,No,0
Harding County,000021,04,35,3504000021,NM,2020,03,02,"February, 2020",0,276,265,11,4.00,,,20200302,03202002,99,No,0
Hidalgo County,000023,04,35,3504000023,NM,2020,03,02,"February, 2020",0,1958,1861,97,5.00,,,20200302,03202002,100,No,0
Lea County,000025,04,35,3504000025,NM,2020,03,02,"February, 2020",0,31253,29873,1380,4.40,,,20200302,03202002,101,No,0
Lincoln County,000027,04,35,3504000027,NM,2020,03,02,"February, 2020",0,8779,8335,444,5.10,,,20200302,03202002,102,No,0
Los Alamos County,000028,04,35,3504000028,NM,2020,03,02,"February, 2020",0,9826,9513,313,3.20,,,20200302,03202002,103,No,0
Luna County,000029,04,35,3504000029,NM,2020,03,02,"February, 2020",0,10250,8501,1749,17.10,,,20200302,03202002,104,No,0
McKinley County,000031,04,35,3504000031,NM,2020,03,02,"February, 2020",0,24521,22798,1723,7.00,,,20200302,03202002,105,No,0
Mora County,000033,04,35,3504000033,NM,2020,03,02,"February, 2020",0,2093,1942,151,7.20,,,20200302,03202002,106,No,0
Otero County,000035,04,35,3504000035,NM,2020,03,02,"February, 2020",0,26019,24727,1292,5.00,,,20200302,03202002,107,No,0
Quay County,000037,04,35,3504000037,NM,2020,03,02,"February, 2020",0,3137,2969,168,5.40,,,20200302,03202002,108,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2020,03,02,"February, 2020",0,16793,15832,961,5.70,,,20200302,03202002,109,No,0
Roosevelt County,000041,04,35,3504000041,NM,2020,03,02,"February, 2020",0,8072,7726,346,4.30,,,20200302,03202002,110,No,0
Sandoval County,000043,04,35,3504000043,NM,2020,03,02,"February, 2020",0,67710,64436,3274,4.80,,,20200302,03202002,111,No,0
San Juan County,000045,04,35,3504000045,NM,2020,03,02,"February, 2020",0,51736,48451,3285,6.30,,,20200302,03202002,112,No,0
San Miguel County,000047,04,35,3504000047,NM,2020,03,02,"February, 2020",0,10948,10304,644,5.90,,,20200302,03202002,113,No,0
Santa Fe County,000049,04,35,3504000049,NM,2020,03,02,"February, 2020",0,74509,71410,3099,4.20,,,20200302,03202002,114,No,0
Sierra County,000051,04,35,3504000051,NM,2020,03,02,"February, 2020",0,4036,3711,325,8.10,,,20200302,03202002,115,No,0
Socorro County,000053,04,35,3504000053,NM,2020,03,02,"February, 2020",0,6383,6037,346,5.40,,,20200302,03202002,116,No,0
Taos County,000055,04,35,3504000055,NM,2020,03,02,"February, 2020",0,16074,15104,970,6.00,,,20200302,03202002,117,No,0
Torrance County,000057,04,35,3504000057,NM,2020,03,02,"February, 2020",0,5436,5052,384,7.10,,,20200302,03202002,118,No,0
Union County,000059,04,35,3504000059,NM,2020,03,02,"February, 2020",0,1659,1588,71,4.30,,,20200302,03202002,119,No,0
Valencia County,000061,04,35,3504000061,NM,2020,03,02,"February, 2020",0,31083,29404,1679,5.40,,,20200302,03202002,120,No,0
Central Region,000005,15,35,3515000005,NM,2020,03,02,"February, 2020",0,442706,422131,20575,4.60,,,20200302,03202002,121,No,0
Southwestern Region,000010,15,35,3515000010,NM,2020,03,02,"February, 2020",0,135718,126237,9481,7.00,,,20200302,03202002,122,No,0
Northern Region,000015,15,35,3515000015,NM,2020,03,02,"February, 2020",0,220852,208864,11988,5.40,,,20200302,03202002,123,No,0
Eastern Region,000020,15,35,3515000020,NM,2020,03,02,"February, 2020",0,167536,160345,7191,4.30,,,20200302,03202002,124,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2020,03,02,"February, 2020",0,442706,422131,20575,4.60,,,20200302,03202002,125,No,0
Farmington MSA,022140,21,35,3521022140,NM,2020,03,02,"February, 2020",0,51736,48451,3285,6.30,,,20200302,03202002,126,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2020,03,02,"February, 2020",0,99621,93351,6270,6.30,,,20200302,03202002,127,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2020,03,02,"February, 2020",0,74509,71410,3099,4.20,,,20200302,03202002,128,No,0
United States,000000,00,00,0000000000,US,2020,03,03,"March, 2020",0,162537000,155167000,7370000,4.50,62.6,59.7,20200303,03202003,129,No,0
New Mexico,000000,01,35,3501000000,NM,2020,03,03,"March, 2020",0,955595,902747,52848,5.50,57.9,54.7,20200303,03202003,130,No,0
Bernalillo County,000001,04,35,3504000001,NM,2020,03,03,"March, 2020",0,334596,318260,16336,4.90,,,20200303,03202003,131,No,0
Catron County,000003,04,35,3504000003,NM,2020,03,03,"March, 2020",0,1089,1001,88,8.10,,,20200303,03202003,132,No,0
Chaves County,000005,04,35,3504000005,NM,2020,03,03,"March, 2020",0,27680,26202,1478,5.30,,,20200303,03202003,133,No,0
Cibola County,000006,04,35,3504000006,NM,2020,03,03,"March, 2020",0,8967,8352,615,6.90,,,20200303,03202003,134,No,0
Colfax County,000007,04,35,3504000007,NM,2020,03,03,"March, 2020",0,5258,4986,272,5.20,,,20200303,03202003,135,No,0
Curry County,000009,04,35,3504000009,NM,2020,03,03,"March, 2020",0,22151,21233,918,4.10,,,20200303,03202003,136,No,0
De Baca County,000011,04,35,3504000011,NM,2020,03,03,"March, 2020",0,719,685,34,4.70,,,20200303,03202003,137,No,0
Doña Ana County,000013,04,35,3504000013,NM,2020,03,03,"March, 2020",0,98794,91867,6927,7.00,,,20200303,03202003,138,No,0
Eddy County,000015,04,35,3504000015,NM,2020,03,03,"March, 2020",0,35205,33949,1256,3.60,,,20200303,03202003,139,No,0
Grant County,000017,04,35,3504000017,NM,2020,03,03,"March, 2020",0,12205,11583,622,5.10,,,20200303,03202003,140,No,0
Guadalupe County,000019,04,35,3504000019,NM,2020,03,03,"March, 2020",0,1546,1470,76,4.90,,,20200303,03202003,141,No,0
Harding County,000021,04,35,3504000021,NM,2020,03,03,"March, 2020",0,274,263,11,4.00,,,20200303,03202003,142,No,0
Hidalgo County,000023,04,35,3504000023,NM,2020,03,03,"March, 2020",0,1924,1821,103,5.40,,,20200303,03202003,143,No,0
Lea County,000025,04,35,3504000025,NM,2020,03,03,"March, 2020",0,30850,29306,1544,5.00,,,20200303,03202003,144,No,0
Lincoln County,000027,04,35,3504000027,NM,2020,03,03,"March, 2020",0,8708,8238,470,5.40,,,20200303,03202003,145,No,0
Los Alamos County,000028,04,35,3504000028,NM,2020,03,03,"March, 2020",0,9776,9451,325,3.30,,,20200303,03202003,146,No,0
Luna County,000029,04,35,3504000029,NM,2020,03,03,"March, 2020",0,10325,8380,1945,18.80,,,20200303,03202003,147,No,0
McKinley County,000031,04,35,3504000031,NM,2020,03,03,"March, 2020",0,24323,22464,1859,7.60,,,20200303,03202003,148,No,0
Mora County,000033,04,35,3504000033,NM,2020,03,03,"March, 2020",0,2069,1910,159,7.70,,,20200303,03202003,149,No,0
Otero County,000035,04,35,3504000035,NM,2020,03,03,"March, 2020",0,25731,24398,1333,5.20,,,20200303,03202003,150,No,0
Quay County,000037,04,35,3504000037,NM,2020,03,03,"March, 2020",0,3084,2911,173,5.60,,,20200303,03202003,151,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2020,03,03,"March, 2020",0,16660,15638,1022,6.10,,,20200303,03202003,152,No,0
Roosevelt County,000041,04,35,3504000041,NM,2020,03,03,"March, 2020",0,8157,7749,408,5.00,,,20200303,03202003,153,No,0
Sandoval County,000043,04,35,3504000043,NM,2020,03,03,"March, 2020",0,66914,63437,3477,5.20,,,20200303,03202003,154,No,0
San Juan County,000045,04,35,3504000045,NM,2020,03,03,"March, 2020",0,51173,47656,3517,6.90,,,20200303,03202003,155,No,0
San Miguel County,000047,04,35,3504000047,NM,2020,03,03,"March, 2020",0,10827,10144,683,6.30,,,20200303,03202003,156,No,0
Santa Fe County,000049,04,35,3504000049,NM,2020,03,03,"March, 2020",0,72779,69564,3215,4.40,,,20200303,03202003,157,No,0
Sierra County,000051,04,35,3504000051,NM,2020,03,03,"March, 2020",0,4068,3723,345,8.50,,,20200303,03202003,158,No,0
Socorro County,000053,04,35,3504000053,NM,2020,03,03,"March, 2020",0,6360,5989,371,5.80,,,20200303,03202003,159,No,0
Taos County,000055,04,35,3504000055,NM,2020,03,03,"March, 2020",0,15649,14630,1019,6.50,,,20200303,03202003,160,No,0
Torrance County,000057,04,35,3504000057,NM,2020,03,03,"March, 2020",0,5382,4988,394,7.30,,,20200303,03202003,161,No,0
Union County,000059,04,35,3504000059,NM,2020,03,03,"March, 2020",0,1643,1569,74,4.50,,,20200303,03202003,162,No,0
Valencia County,000061,04,35,3504000061,NM,2020,03,03,"March, 2020",0,30706,28929,1777,5.80,,,20200303,03202003,163,No,0
Central Region,000005,15,35,3515000005,NM,2020,03,03,"March, 2020",0,437598,415614,21984,5.00,,,20200303,03202003,164,No,0
Southwestern Region,000010,15,35,3515000010,NM,2020,03,03,"March, 2020",0,134765,124364,10401,7.70,,,20200303,03202003,165,No,0
Northern Region,000015,15,35,3515000015,NM,2020,03,03,"March, 2020",0,217481,204795,12686,5.80,,,20200303,03202003,166,No,0
Eastern Region,000020,15,35,3515000020,NM,2020,03,03,"March, 2020",0,165748,157973,7775,4.70,,,20200303,03202003,167,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2020,03,03,"March, 2020",0,437598,415614,21984,5.00,,,20200303,03202003,168,No,0
Farmington MSA,022140,21,35,3521022140,NM,2020,03,03,"March, 2020",0,51173,47656,3517,6.90,,,20200303,03202003,169,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2020,03,03,"March, 2020",0,98794,91867,6927,7.00,,,20200303,03202003,170,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2020,03,03,"March, 2020",0,72779,69564,3215,4.40,,,20200303,03202003,171,No,0
United States,000000,00,00,0000000000,US,2020,03,04,"April, 2020",0,155830000,133326000,22504000,14.40,60.0,51.3,20200304,03202004,172,No,0
New Mexico,000000,01,35,3501000000,NM,2020,03,04,"April, 2020",0,904428,816302,88126,9.70,54.8,49.4,20200304,03202004,173,No,0
Bernalillo County,000001,04,35,3504000001,NM,2020,03,04,"April, 2020",0,317428,284379,33049,10.40,,,20200304,03202004,174,No,0
Catron County,000003,04,35,3504000003,NM,2020,03,04,"April, 2020",0,1059,996,63,5.90,,,20200304,03202004,175,No,0
Chaves County,000005,04,35,3504000005,NM,2020,03,04,"April, 2020",0,26625,24398,2227,8.40,,,20200304,03202004,176,No,0
Cibola County,000006,04,35,3504000006,NM,2020,03,04,"April, 2020",0,8681,8021,660,7.60,,,20200304,03202004,177,No,0
Colfax County,000007,04,35,3504000007,NM,2020,03,04,"April, 2020",0,4675,4279,396,8.50,,,20200304,03202004,178,No,0
Curry County,000009,04,35,3504000009,NM,2020,03,04,"April, 2020",0,21332,20196,1136,5.30,,,20200304,03202004,179,No,0
De Baca County,000011,04,35,3504000011,NM,2020,03,04,"April, 2020",0,690,665,25,3.60,,,20200304,03202004,180,No,0
Doña Ana County,000013,04,35,3504000013,NM,2020,03,04,"April, 2020",0,93509,84474,9035,9.70,,,20200304,03202004,181,No,0
Eddy County,000015,04,35,3504000015,NM,2020,03,04,"April, 2020",0,33644,31771,1873,5.60,,,20200304,03202004,182,No,0
Grant County,000017,04,35,3504000017,NM,2020,03,04,"April, 2020",0,11651,10966,685,5.90,,,20200304,03202004,183,No,0
Guadalupe County,000019,04,35,3504000019,NM,2020,03,04,"April, 2020",0,1409,1329,80,5.70,,,20200304,03202004,184,No,0
Harding County,000021,04,35,3504000021,NM,2020,03,04,"April, 2020",0,262,256,6,2.30,,,20200304,03202004,185,No,0
Hidalgo County,000023,04,35,3504000023,NM,2020,03,04,"April, 2020",0,1830,1752,78,4.30,,,20200304,03202004,186,No,0
Lea County,000025,04,35,3504000025,NM,2020,03,04,"April, 2020",0,28918,26457,2461,8.50,,,20200304,03202004,187,No,0
Lincoln County,000027,04,35,3504000027,NM,2020,03,04,"April, 2020",0,8372,7359,1013,12.10,,,20200304,03202004,188,No,0
Los Alamos County,000028,04,35,3504000028,NM,2020,03,04,"April, 2020",0,9612,9225,387,4.00,,,20200304,03202004,189,No,0
Luna County,000029,04,35,3504000029,NM,2020,03,04,"April, 2020",0,9440,8010,1430,15.10,,,20200304,03202004,190,No,0
McKinley County,000031,04,35,3504000031,NM,2020,03,04,"April, 2020",0,22728,20647,2081,9.20,,,20200304,03202004,191,No,0
Mora County,000033,04,35,3504000033,NM,2020,03,04,"April, 2020",0,1964,1818,146,7.40,,,20200304,03202004,192,No,0
Otero County,000035,04,35,3504000035,NM,2020,03,04,"April, 2020",0,25439,22899,2540,10.00,,,20200304,03202004,193,No,0
Quay County,000037,04,35,3504000037,NM,2020,03,04,"April, 2020",0,2977,2804,173,5.80,,,20200304,03202004,194,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2020,03,04,"April, 2020",0,16095,14648,1447,9.00,,,20200304,03202004,195,No,0
Roosevelt County,000041,04,35,3504000041,NM,2020,03,04,"April, 2020",0,7903,7492,411,5.20,,,20200304,03202004,196,No,0
Sandoval County,000043,04,35,3504000043,NM,2020,03,04,"April, 2020",0,63675,56706,6969,10.90,,,20200304,03202004,197,No,0
San Juan County,000045,04,35,3504000045,NM,2020,03,04,"April, 2020",0,48748,43327,5421,11.10,,,20200304,03202004,198,No,0
San Miguel County,000047,04,35,3504000047,NM,2020,03,04,"April, 2020",0,10304,9396,908,8.80,,,20200304,03202004,199,No,0
Santa Fe County,000049,04,35,3504000049,NM,2020,03,04,"April, 2020",0,67213,59868,7345,10.90,,,20200304,03202004,200,No,0
Sierra County,000051,04,35,3504000051,NM,2020,03,04,"April, 2020",0,3857,3491,366,9.50,,,20200304,03202004,201,No,0
Socorro County,000053,04,35,3504000053,NM,2020,03,04,"April, 2020",0,5967,5543,424,7.10,,,20200304,03202004,202,No,0
Taos County,000055,04,35,3504000055,NM,2020,03,04,"April, 2020",0,13376,11167,2209,16.50,,,20200304,03202004,203,No,0
Torrance County,000057,04,35,3504000057,NM,2020,03,04,"April, 2020",0,5004,4517,487,9.70,,,20200304,03202004,204,No,0
Union County,000059,04,35,3504000059,NM,2020,03,04,"April, 2020",0,1612,1533,79,4.90,,,20200304,03202004,205,No,0
Valencia County,000061,04,35,3504000061,NM,2020,03,04,"April, 2020",0,28429,25913,2516,8.90,,,20200304,03202004,206,No,0
Central Region,000005,15,35,3515000005,NM,2020,03,04,"April, 2020",0,414536,371515,43021,10.40,,,20200304,03202004,207,No,0
Southwestern Region,000010,15,35,3515000010,NM,2020,03,04,"April, 2020",0,127313,115232,12081,9.50,,,20200304,03202004,208,No,0
Northern Region,000015,15,35,3515000015,NM,2020,03,04,"April, 2020",0,203396,182396,21000,10.30,,,20200304,03202004,209,No,0
