Areaname,Area,Areatype,Stfips,Maparea,Stateabbrv,Periodyear,Periodtype,Period,Timeperiod,Adjusted,Laborforce,Emplab,Unemp,Unemprate,Clfprate,Emppopratio,Fullperiod,Sortperiod,Rank,Preliminary,prelim
Eastern Region,000020,15,35,3515000020,NM,2020,03,04,"April, 2020",0,159183,147159,12024,7.60,,,20200304,03202004,210,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2020,03,04,"April, 2020",0,414536,371515,43021,10.40,,,20200304,03202004,211,No,0
Farmington MSA,022140,21,35,3521022140,NM,2020,03,04,"April, 2020",0,48748,43327,5421,11.10,,,20200304,03202004,212,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2020,03,04,"April, 2020",0,93509,84474,9035,9.70,,,20200304,03202004,213,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2020,03,04,"April, 2020",0,67213,59868,7345,10.90,,,20200304,03202004,214,No,0
United States,000000,00,00,0000000000,US,2020,03,05,"May, 2020",0,157975000,137461000,20514000,13.00,60.7,52.9,20200305,03202005,215,No,0
New Mexico,000000,01,35,3501000000,NM,2020,03,05,"May, 2020",0,905575,815455,90120,10.00,54.8,49.4,20200305,03202005,216,No,0
Bernalillo County,000001,04,35,3504000001,NM,2020,03,05,"May, 2020",0,317162,284464,32698,10.30,,,20200305,03202005,217,No,0
Catron County,000003,04,35,3504000003,NM,2020,03,05,"May, 2020",0,1113,1041,72,6.50,,,20200305,03202005,218,No,0
Chaves County,000005,04,35,3504000005,NM,2020,03,05,"May, 2020",0,26824,24440,2384,8.90,,,20200305,03202005,219,No,0
Cibola County,000006,04,35,3504000006,NM,2020,03,05,"May, 2020",0,8528,7704,824,9.70,,,20200305,03202005,220,No,0
Colfax County,000007,04,35,3504000007,NM,2020,03,05,"May, 2020",0,4695,4299,396,8.40,,,20200305,03202005,221,No,0
Curry County,000009,04,35,3504000009,NM,2020,03,05,"May, 2020",0,21268,20067,1201,5.60,,,20200305,03202005,222,No,0
De Baca County,000011,04,35,3504000011,NM,2020,03,05,"May, 2020",0,683,655,28,4.10,,,20200305,03202005,223,No,0
Doña Ana County,000013,04,35,3504000013,NM,2020,03,05,"May, 2020",0,94362,85492,8870,9.40,,,20200305,03202005,224,No,0
Eddy County,000015,04,35,3504000015,NM,2020,03,05,"May, 2020",0,32589,30338,2251,6.90,,,20200305,03202005,225,No,0
Grant County,000017,04,35,3504000017,NM,2020,03,05,"May, 2020",0,11985,10807,1178,9.80,,,20200305,03202005,226,No,0
Guadalupe County,000019,04,35,3504000019,NM,2020,03,05,"May, 2020",0,1429,1340,89,6.20,,,20200305,03202005,227,No,0
Harding County,000021,04,35,3504000021,NM,2020,03,05,"May, 2020",0,271,263,8,3.00,,,20200305,03202005,228,No,0
Hidalgo County,000023,04,35,3504000023,NM,2020,03,05,"May, 2020",0,1866,1768,98,5.30,,,20200305,03202005,229,No,0
Lea County,000025,04,35,3504000025,NM,2020,03,05,"May, 2020",0,28594,25415,3179,11.10,,,20200305,03202005,230,No,0
Lincoln County,000027,04,35,3504000027,NM,2020,03,05,"May, 2020",0,8565,7609,956,11.20,,,20200305,03202005,231,No,0
Los Alamos County,000028,04,35,3504000028,NM,2020,03,05,"May, 2020",0,9582,9219,363,3.80,,,20200305,03202005,232,No,0
Luna County,000029,04,35,3504000029,NM,2020,03,05,"May, 2020",0,9973,8457,1516,15.20,,,20200305,03202005,233,No,0
McKinley County,000031,04,35,3504000031,NM,2020,03,05,"May, 2020",0,22643,20374,2269,10.00,,,20200305,03202005,234,No,0
Mora County,000033,04,35,3504000033,NM,2020,03,05,"May, 2020",0,2017,1849,168,8.30,,,20200305,03202005,235,No,0
Otero County,000035,04,35,3504000035,NM,2020,03,05,"May, 2020",0,24281,21796,2485,10.20,,,20200305,03202005,236,No,0
Quay County,000037,04,35,3504000037,NM,2020,03,05,"May, 2020",0,2968,2772,196,6.60,,,20200305,03202005,237,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2020,03,05,"May, 2020",0,16178,14755,1423,8.80,,,20200305,03202005,238,No,0
Roosevelt County,000041,04,35,3504000041,NM,2020,03,05,"May, 2020",0,7855,7400,455,5.80,,,20200305,03202005,239,No,0
Sandoval County,000043,04,35,3504000043,NM,2020,03,05,"May, 2020",0,63659,56753,6906,10.80,,,20200305,03202005,240,No,0
San Juan County,000045,04,35,3504000045,NM,2020,03,05,"May, 2020",0,48593,43009,5584,11.50,,,20200305,03202005,241,No,0
San Miguel County,000047,04,35,3504000047,NM,2020,03,05,"May, 2020",0,9992,9093,899,9.00,,,20200305,03202005,242,No,0
Santa Fe County,000049,04,35,3504000049,NM,2020,03,05,"May, 2020",0,68981,61541,7440,10.80,,,20200305,03202005,243,No,0
Sierra County,000051,04,35,3504000051,NM,2020,03,05,"May, 2020",0,3893,3512,381,9.80,,,20200305,03202005,244,No,0
Socorro County,000053,04,35,3504000053,NM,2020,03,05,"May, 2020",0,5928,5495,433,7.30,,,20200305,03202005,245,No,0
Taos County,000055,04,35,3504000055,NM,2020,03,05,"May, 2020",0,13858,11696,2162,15.60,,,20200305,03202005,246,No,0
Torrance County,000057,04,35,3504000057,NM,2020,03,05,"May, 2020",0,5039,4538,501,9.90,,,20200305,03202005,247,No,0
Union County,000059,04,35,3504000059,NM,2020,03,05,"May, 2020",0,1599,1516,83,5.20,,,20200305,03202005,248,No,0
Valencia County,000061,04,35,3504000061,NM,2020,03,05,"May, 2020",0,28603,25980,2623,9.20,,,20200305,03202005,249,No,0
Central Region,000005,15,35,3515000005,NM,2020,03,05,"May, 2020",0,414463,371735,42728,10.30,,,20200305,03202005,250,No,0
Southwestern Region,000010,15,35,3515000010,NM,2020,03,05,"May, 2020",0,129120,116572,12548,9.70,,,20200305,03202005,251,No,0
Northern Region,000015,15,35,3515000015,NM,2020,03,05,"May, 2020",0,205067,183539,21528,10.50,,,20200305,03202005,252,No,0
Eastern Region,000020,15,35,3515000020,NM,2020,03,05,"May, 2020",0,156926,143611,13315,8.50,,,20200305,03202005,253,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2020,03,05,"May, 2020",0,414463,371735,42728,10.30,,,20200305,03202005,254,No,0
Farmington MSA,022140,21,35,3521022140,NM,2020,03,05,"May, 2020",0,48593,43009,5584,11.50,,,20200305,03202005,255,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2020,03,05,"May, 2020",0,94362,85492,8870,9.40,,,20200305,03202005,256,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2020,03,05,"May, 2020",0,68981,61541,7440,10.80,,,20200305,03202005,257,No,0
United States,000000,00,00,0000000000,US,2020,03,06,"June, 2020",0,160883000,142811000,18072000,11.20,61.8,54.9,20200306,03202006,258,No,0
New Mexico,000000,01,35,3501000000,NM,2020,03,06,"June, 2020",0,914023,820687,93336,10.20,55.3,49.7,20200306,03202006,259,No,0
Bernalillo County,000001,04,35,3504000001,NM,2020,03,06,"June, 2020",0,321346,289484,31862,9.90,,,20200306,03202006,260,No,0
Catron County,000003,04,35,3504000003,NM,2020,03,06,"June, 2020",0,1157,1070,87,7.50,,,20200306,03202006,261,No,0
Chaves County,000005,04,35,3504000005,NM,2020,03,06,"June, 2020",0,27077,24472,2605,9.60,,,20200306,03202006,262,No,0
Cibola County,000006,04,35,3504000006,NM,2020,03,06,"June, 2020",0,8730,7744,986,11.30,,,20200306,03202006,263,No,0
Colfax County,000007,04,35,3504000007,NM,2020,03,06,"June, 2020",0,4915,4492,423,8.60,,,20200306,03202006,264,No,0
Curry County,000009,04,35,3504000009,NM,2020,03,06,"June, 2020",0,21410,20058,1352,6.30,,,20200306,03202006,265,No,0
De Baca County,000011,04,35,3504000011,NM,2020,03,06,"June, 2020",0,690,654,36,5.20,,,20200306,03202006,266,No,0
Doña Ana County,000013,04,35,3504000013,NM,2020,03,06,"June, 2020",0,94308,85186,9122,9.70,,,20200306,03202006,267,No,0
Eddy County,000015,04,35,3504000015,NM,2020,03,06,"June, 2020",0,32402,29735,2667,8.20,,,20200306,03202006,268,No,0
Grant County,000017,04,35,3504000017,NM,2020,03,06,"June, 2020",0,11217,9880,1337,11.90,,,20200306,03202006,269,No,0
Guadalupe County,000019,04,35,3504000019,NM,2020,03,06,"June, 2020",0,1472,1360,112,7.60,,,20200306,03202006,270,No,0
Harding County,000021,04,35,3504000021,NM,2020,03,06,"June, 2020",0,272,262,10,3.70,,,20200306,03202006,271,No,0
Hidalgo County,000023,04,35,3504000023,NM,2020,03,06,"June, 2020",0,1902,1775,127,6.70,,,20200306,03202006,272,No,0
Lea County,000025,04,35,3504000025,NM,2020,03,06,"June, 2020",0,28534,24639,3895,13.70,,,20200306,03202006,273,No,0
Lincoln County,000027,04,35,3504000027,NM,2020,03,06,"June, 2020",0,8831,7860,971,11.00,,,20200306,03202006,274,No,0
Los Alamos County,000028,04,35,3504000028,NM,2020,03,06,"June, 2020",0,9682,9261,421,4.30,,,20200306,03202006,275,No,0
Luna County,000029,04,35,3504000029,NM,2020,03,06,"June, 2020",0,10490,8856,1634,15.60,,,20200306,03202006,276,No,0
McKinley County,000031,04,35,3504000031,NM,2020,03,06,"June, 2020",0,22939,20218,2721,11.90,,,20200306,03202006,277,No,0
Mora County,000033,04,35,3504000033,NM,2020,03,06,"June, 2020",0,2043,1856,187,9.20,,,20200306,03202006,278,No,0
Otero County,000035,04,35,3504000035,NM,2020,03,06,"June, 2020",0,25196,22514,2682,10.60,,,20200306,03202006,279,No,0
Quay County,000037,04,35,3504000037,NM,2020,03,06,"June, 2020",0,2978,2722,256,8.60,,,20200306,03202006,280,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2020,03,06,"June, 2020",0,16310,14820,1490,9.10,,,20200306,03202006,281,No,0
Roosevelt County,000041,04,35,3504000041,NM,2020,03,06,"June, 2020",0,7510,6932,578,7.70,,,20200306,03202006,282,No,0
Sandoval County,000043,04,35,3504000043,NM,2020,03,06,"June, 2020",0,64553,57774,6779,10.50,,,20200306,03202006,283,No,0
San Juan County,000045,04,35,3504000045,NM,2020,03,06,"June, 2020",0,47601,41640,5961,12.50,,,20200306,03202006,284,No,0
San Miguel County,000047,04,35,3504000047,NM,2020,03,06,"June, 2020",0,10077,9104,973,9.70,,,20200306,03202006,285,No,0
Santa Fe County,000049,04,35,3504000049,NM,2020,03,06,"June, 2020",0,69813,62415,7398,10.60,,,20200306,03202006,286,No,0
Sierra County,000051,04,35,3504000051,NM,2020,03,06,"June, 2020",0,4006,3610,396,9.90,,,20200306,03202006,287,No,0
Socorro County,000053,04,35,3504000053,NM,2020,03,06,"June, 2020",0,5993,5485,508,8.50,,,20200306,03202006,288,No,0
Taos County,000055,04,35,3504000055,NM,2020,03,06,"June, 2020",0,14370,12220,2150,15.00,,,20200306,03202006,289,No,0
Torrance County,000057,04,35,3504000057,NM,2020,03,06,"June, 2020",0,5191,4612,579,11.20,,,20200306,03202006,290,No,0
Union County,000059,04,35,3504000059,NM,2020,03,06,"June, 2020",0,1611,1512,99,6.10,,,20200306,03202006,291,No,0
Valencia County,000061,04,35,3504000061,NM,2020,03,06,"June, 2020",0,29398,26466,2932,10.00,,,20200306,03202006,292,No,0
Central Region,000005,15,35,3515000005,NM,2020,03,06,"June, 2020",0,420488,378336,42152,10.00,,,20200306,03202006,293,No,0
Southwestern Region,000010,15,35,3515000010,NM,2020,03,06,"June, 2020",0,129073,115862,13211,10.20,,,20200306,03202006,294,No,0
Northern Region,000015,15,35,3515000015,NM,2020,03,06,"June, 2020",0,206480,183770,22710,11.00,,,20200306,03202006,295,No,0
Eastern Region,000020,15,35,3515000020,NM,2020,03,06,"June, 2020",0,157983,142720,15263,9.70,,,20200306,03202006,296,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2020,03,06,"June, 2020",0,420488,378336,42152,10.00,,,20200306,03202006,297,No,0
Farmington MSA,022140,21,35,3521022140,NM,2020,03,06,"June, 2020",0,47601,41640,5961,12.50,,,20200306,03202006,298,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2020,03,06,"June, 2020",0,94308,85186,9122,9.70,,,20200306,03202006,299,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2020,03,06,"June, 2020",0,69813,62415,7398,10.60,,,20200306,03202006,300,No,0
United States,000000,00,00,0000000000,US,2020,03,07,"July, 2020",0,161374000,144492000,16882000,10.50,62.0,55.5,20200307,03202007,301,No,0
New Mexico,000000,01,35,3501000000,NM,2020,03,07,"July, 2020",0,945825,819206,126619,13.40,57.2,49.6,20200307,03202007,302,No,0
Bernalillo County,000001,04,35,3504000001,NM,2020,03,07,"July, 2020",0,332332,289478,42854,12.90,,,20200307,03202007,303,No,0
Catron County,000003,04,35,3504000003,NM,2020,03,07,"July, 2020",0,1211,1082,129,10.70,,,20200307,03202007,304,No,0
Chaves County,000005,04,35,3504000005,NM,2020,03,07,"July, 2020",0,28392,24677,3715,13.10,,,20200307,03202007,305,No,0
Cibola County,000006,04,35,3504000006,NM,2020,03,07,"July, 2020",0,9138,7861,1277,14.00,,,20200307,03202007,306,No,0
Colfax County,000007,04,35,3504000007,NM,2020,03,07,"July, 2020",0,5175,4593,582,11.20,,,20200307,03202007,307,No,0
Curry County,000009,04,35,3504000009,NM,2020,03,07,"July, 2020",0,21858,19889,1969,9.00,,,20200307,03202007,308,No,0
De Baca County,000011,04,35,3504000011,NM,2020,03,07,"July, 2020",0,692,638,54,7.80,,,20200307,03202007,309,No,0
Doña Ana County,000013,04,35,3504000013,NM,2020,03,07,"July, 2020",0,96769,84384,12385,12.80,,,20200307,03202007,310,No,0
Eddy County,000015,04,35,3504000015,NM,2020,03,07,"July, 2020",0,32565,28669,3896,12.00,,,20200307,03202007,311,No,0
Grant County,000017,04,35,3504000017,NM,2020,03,07,"July, 2020",0,11684,9824,1860,15.90,,,20200307,03202007,312,No,0
Guadalupe County,000019,04,35,3504000019,NM,2020,03,07,"July, 2020",0,1499,1347,152,10.10,,,20200307,03202007,313,No,0
Harding County,000021,04,35,3504000021,NM,2020,03,07,"July, 2020",0,298,278,20,6.70,,,20200307,03202007,314,No,0
Hidalgo County,000023,04,35,3504000023,NM,2020,03,07,"July, 2020",0,1972,1782,190,9.60,,,20200307,03202007,315,No,0
Lea County,000025,04,35,3504000025,NM,2020,03,07,"July, 2020",0,29473,23768,5705,19.40,,,20200307,03202007,316,No,0
Lincoln County,000027,04,35,3504000027,NM,2020,03,07,"July, 2020",0,9012,7853,1159,12.90,,,20200307,03202007,317,No,0
Los Alamos County,000028,04,35,3504000028,NM,2020,03,07,"July, 2020",0,9850,9247,603,6.10,,,20200307,03202007,318,No,0
Luna County,000029,04,35,3504000029,NM,2020,03,07,"July, 2020",0,11086,8879,2207,19.90,,,20200307,03202007,319,No,0
McKinley County,000031,04,35,3504000031,NM,2020,03,07,"July, 2020",0,23852,19985,3867,16.20,,,20200307,03202007,320,No,0
Mora County,000033,04,35,3504000033,NM,2020,03,07,"July, 2020",0,2077,1835,242,11.70,,,20200307,03202007,321,No,0
Otero County,000035,04,35,3504000035,NM,2020,03,07,"July, 2020",0,25659,22407,3252,12.70,,,20200307,03202007,322,No,0
Quay County,000037,04,35,3504000037,NM,2020,03,07,"July, 2020",0,3089,2714,375,12.10,,,20200307,03202007,323,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2020,03,07,"July, 2020",0,16892,14729,2163,12.80,,,20200307,03202007,324,No,0
Roosevelt County,000041,04,35,3504000041,NM,2020,03,07,"July, 2020",0,7692,6881,811,10.50,,,20200307,03202007,325,No,0
Sandoval County,000043,04,35,3504000043,NM,2020,03,07,"July, 2020",0,66961,57809,9152,13.70,,,20200307,03202007,326,No,0
San Juan County,000045,04,35,3504000045,NM,2020,03,07,"July, 2020",0,51269,43337,7932,15.50,,,20200307,03202007,327,No,0
San Miguel County,000047,04,35,3504000047,NM,2020,03,07,"July, 2020",0,10365,8988,1377,13.30,,,20200307,03202007,328,No,0
Santa Fe County,000049,04,35,3504000049,NM,2020,03,07,"July, 2020",0,72033,62196,9837,13.70,,,20200307,03202007,329,No,0
Sierra County,000051,04,35,3504000051,NM,2020,03,07,"July, 2020",0,4204,3641,563,13.40,,,20200307,03202007,330,No,0
Socorro County,000053,04,35,3504000053,NM,2020,03,07,"July, 2020",0,6132,5426,706,11.50,,,20200307,03202007,331,No,0
Taos County,000055,04,35,3504000055,NM,2020,03,07,"July, 2020",0,15118,12397,2721,18.00,,,20200307,03202007,332,No,0
Torrance County,000057,04,35,3504000057,NM,2020,03,07,"July, 2020",0,5392,4605,787,14.60,,,20200307,03202007,333,No,0
Union County,000059,04,35,3504000059,NM,2020,03,07,"July, 2020",0,1689,1555,134,7.90,,,20200307,03202007,334,No,0
Valencia County,000061,04,35,3504000061,NM,2020,03,07,"July, 2020",0,30396,26454,3942,13.00,,,20200307,03202007,335,No,0
Central Region,000005,15,35,3515000005,NM,2020,03,07,"July, 2020",0,435081,378346,56735,13.00,,,20200307,03202007,336,No,0
Southwestern Region,000010,15,35,3515000010,NM,2020,03,07,"July, 2020",0,133058,115018,18040,13.60,,,20200307,03202007,337,No,0
Northern Region,000015,15,35,3515000015,NM,2020,03,07,"July, 2020",0,215769,185168,30601,14.20,,,20200307,03202007,338,No,0
Eastern Region,000020,15,35,3515000020,NM,2020,03,07,"July, 2020",0,161918,140676,21242,13.10,,,20200307,03202007,339,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2020,03,07,"July, 2020",0,435081,378346,56735,13.00,,,20200307,03202007,340,No,0
Farmington MSA,022140,21,35,3521022140,NM,2020,03,07,"July, 2020",0,51269,43337,7932,15.50,,,20200307,03202007,341,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2020,03,07,"July, 2020",0,96769,84384,12385,12.80,,,20200307,03202007,342,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2020,03,07,"July, 2020",0,72033,62196,9837,13.70,,,20200307,03202007,343,No,0
United States,000000,00,00,0000000000,US,2020,03,08,"August, 2020",0,160966000,147224000,13742000,8.50,61.8,56.5,20200308,03202008,344,No,0
New Mexico,000000,01,35,3501000000,NM,2020,03,08,"August, 2020",0,915617,829945,85672,9.40,55.4,50.2,20200308,03202008,345,No,0
Bernalillo County,000001,04,35,3504000001,NM,2020,03,08,"August, 2020",0,323476,294694,28782,8.90,,,20200308,03202008,346,No,0
Catron County,000003,04,35,3504000003,NM,2020,03,08,"August, 2020",0,1171,1091,80,6.80,,,20200308,03202008,347,No,0
Chaves County,000005,04,35,3504000005,NM,2020,03,08,"August, 2020",0,27217,24714,2503,9.20,,,20200308,03202008,348,No,0
Cibola County,000006,04,35,3504000006,NM,2020,03,08,"August, 2020",0,8870,8015,855,9.60,,,20200308,03202008,349,No,0
Colfax County,000007,04,35,3504000007,NM,2020,03,08,"August, 2020",0,4955,4581,374,7.50,,,20200308,03202008,350,No,0
Curry County,000009,04,35,3504000009,NM,2020,03,08,"August, 2020",0,21399,20110,1289,6.00,,,20200308,03202008,351,No,0
De Baca County,000011,04,35,3504000011,NM,2020,03,08,"August, 2020",0,679,648,31,4.60,,,20200308,03202008,352,No,0
Doña Ana County,000013,04,35,3504000013,NM,2020,03,08,"August, 2020",0,94642,86651,7991,8.40,,,20200308,03202008,353,No,0
Eddy County,000015,04,35,3504000015,NM,2020,03,08,"August, 2020",0,31323,28556,2767,8.80,,,20200308,03202008,354,No,0
Grant County,000017,04,35,3504000017,NM,2020,03,08,"August, 2020",0,11171,9923,1248,11.20,,,20200308,03202008,355,No,0
Guadalupe County,000019,04,35,3504000019,NM,2020,03,08,"August, 2020",0,1499,1382,117,7.80,,,20200308,03202008,356,No,0
Harding County,000021,04,35,3504000021,NM,2020,03,08,"August, 2020",0,247,235,12,4.90,,,20200308,03202008,357,No,0
Hidalgo County,000023,04,35,3504000023,NM,2020,03,08,"August, 2020",0,1887,1761,126,6.70,,,20200308,03202008,358,No,0
Lea County,000025,04,35,3504000025,NM,2020,03,08,"August, 2020",0,27557,23486,4071,14.80,,,20200308,03202008,359,No,0
Lincoln County,000027,04,35,3504000027,NM,2020,03,08,"August, 2020",0,8874,7994,880,9.90,,,20200308,03202008,360,No,0
Los Alamos County,000028,04,35,3504000028,NM,2020,03,08,"August, 2020",0,9697,9330,367,3.80,,,20200308,03202008,361,No,0
Luna County,000029,04,35,3504000029,NM,2020,03,08,"August, 2020",0,10374,8904,1470,14.20,,,20200308,03202008,362,No,0
McKinley County,000031,04,35,3504000031,NM,2020,03,08,"August, 2020",0,22933,20156,2777,12.10,,,20200308,03202008,363,No,0
Mora County,000033,04,35,3504000033,NM,2020,03,08,"August, 2020",0,2037,1870,167,8.20,,,20200308,03202008,364,No,0
Otero County,000035,04,35,3504000035,NM,2020,03,08,"August, 2020",0,24334,21871,2463,10.10,,,20200308,03202008,365,No,0
Quay County,000037,04,35,3504000037,NM,2020,03,08,"August, 2020",0,2968,2717,251,8.50,,,20200308,03202008,366,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2020,03,08,"August, 2020",0,16353,14862,1491,9.10,,,20200308,03202008,367,No,0
Roosevelt County,000041,04,35,3504000041,NM,2020,03,08,"August, 2020",0,7552,7023,529,7.00,,,20200308,03202008,368,No,0
Sandoval County,000043,04,35,3504000043,NM,2020,03,08,"August, 2020",0,65052,58843,6209,9.50,,,20200308,03202008,369,No,0
San Juan County,000045,04,35,3504000045,NM,2020,03,08,"August, 2020",0,48950,43482,5468,11.20,,,20200308,03202008,370,No,0
San Miguel County,000047,04,35,3504000047,NM,2020,03,08,"August, 2020",0,10025,9139,886,8.80,,,20200308,03202008,371,No,0
Santa Fe County,000049,04,35,3504000049,NM,2020,03,08,"August, 2020",0,69485,62968,6517,9.40,,,20200308,03202008,372,No,0
Sierra County,000051,04,35,3504000051,NM,2020,03,08,"August, 2020",0,4071,3675,396,9.70,,,20200308,03202008,373,No,0
Socorro County,000053,04,35,3504000053,NM,2020,03,08,"August, 2020",0,6073,5622,451,7.40,,,20200308,03202008,374,No,0
Taos County,000055,04,35,3504000055,NM,2020,03,08,"August, 2020",0,14300,12463,1837,12.80,,,20200308,03202008,375,No,0
Torrance County,000057,04,35,3504000057,NM,2020,03,08,"August, 2020",0,5244,4709,535,10.20,,,20200308,03202008,376,No,0
Union County,000059,04,35,3504000059,NM,2020,03,08,"August, 2020",0,1662,1580,82,4.90,,,20200308,03202008,377,No,0
Valencia County,000061,04,35,3504000061,NM,2020,03,08,"August, 2020",0,29544,26893,2651,9.00,,,20200308,03202008,378,No,0
Central Region,000005,15,35,3515000005,NM,2020,03,08,"August, 2020",0,423316,385139,38177,9.00,,,20200308,03202008,379,No,0
Southwestern Region,000010,15,35,3515000010,NM,2020,03,08,"August, 2020",0,129389,117627,11762,9.10,,,20200308,03202008,380,No,0
Northern Region,000015,15,35,3515000015,NM,2020,03,08,"August, 2020",0,207605,186866,20739,10.00,,,20200308,03202008,381,No,0
Eastern Region,000020,15,35,3515000020,NM,2020,03,08,"August, 2020",0,155311,140316,14995,9.70,,,20200308,03202008,382,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2020,03,08,"August, 2020",0,423316,385139,38177,9.00,,,20200308,03202008,383,No,0
Farmington MSA,022140,21,35,3521022140,NM,2020,03,08,"August, 2020",0,48950,43482,5468,11.20,,,20200308,03202008,384,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2020,03,08,"August, 2020",0,94642,86651,7991,8.40,,,20200308,03202008,385,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2020,03,08,"August, 2020",0,69485,62968,6517,9.40,,,20200308,03202008,386,No,0
United States,000000,00,00,0000000000,US,2020,03,09,"September, 2020",0,160073000,147796000,12277000,7.70,61.4,56.7,20200309,03202009,387,No,0
New Mexico,000000,01,35,3501000000,NM,2020,03,09,"September, 2020",0,961466,878741,82725,8.60,58.1,53.1,20200309,03202009,388,No,0
Bernalillo County,000001,04,35,3504000001,NM,2020,03,09,"September, 2020",0,339543,311738,27805,8.20,,,20200309,03202009,389,No,0
Catron County,000003,04,35,3504000003,NM,2020,03,09,"September, 2020",0,1209,1133,76,6.30,,,20200309,03202009,390,No,0
Chaves County,000005,04,35,3504000005,NM,2020,03,09,"September, 2020",0,28573,26153,2420,8.50,,,20200309,03202009,391,No,0
Cibola County,000006,04,35,3504000006,NM,2020,03,09,"September, 2020",0,9304,8448,856,9.20,,,20200309,03202009,392,No,0
Colfax County,000007,04,35,3504000007,NM,2020,03,09,"September, 2020",0,5293,4931,362,6.80,,,20200309,03202009,393,No,0
Curry County,000009,04,35,3504000009,NM,2020,03,09,"September, 2020",0,22586,21356,1230,5.40,,,20200309,03202009,394,No,0
De Baca County,000011,04,35,3504000011,NM,2020,03,09,"September, 2020",0,718,685,33,4.60,,,20200309,03202009,395,No,0
Doña Ana County,000013,04,35,3504000013,NM,2020,03,09,"September, 2020",0,99717,92048,7669,7.70,,,20200309,03202009,396,No,0
Eddy County,000015,04,35,3504000015,NM,2020,03,09,"September, 2020",0,32707,29999,2708,8.30,,,20200309,03202009,397,No,0
Grant County,000017,04,35,3504000017,NM,2020,03,09,"September, 2020",0,11748,10517,1231,10.50,,,20200309,03202009,398,No,0
Guadalupe County,000019,04,35,3504000019,NM,2020,03,09,"September, 2020",0,1556,1443,113,7.30,,,20200309,03202009,399,No,0
Harding County,000021,04,35,3504000021,NM,2020,03,09,"September, 2020",0,273,260,13,4.80,,,20200309,03202009,400,No,0
Hidalgo County,000023,04,35,3504000023,NM,2020,03,09,"September, 2020",0,1977,1863,114,5.80,,,20200309,03202009,401,No,0
Lea County,000025,04,35,3504000025,NM,2020,03,09,"September, 2020",0,28876,24848,4028,13.90,,,20200309,03202009,402,No,0
Lincoln County,000027,04,35,3504000027,NM,2020,03,09,"September, 2020",0,9104,8325,779,8.60,,,20200309,03202009,403,No,0
Los Alamos County,000028,04,35,3504000028,NM,2020,03,09,"September, 2020",0,10129,9781,348,3.40,,,20200309,03202009,404,No,0
Luna County,000029,04,35,3504000029,NM,2020,03,09,"September, 2020",0,10621,9140,1481,13.90,,,20200309,03202009,405,No,0
McKinley County,000031,04,35,3504000031,NM,2020,03,09,"September, 2020",0,24321,21605,2716,11.20,,,20200309,03202009,406,No,0
Mora County,000033,04,35,3504000033,NM,2020,03,09,"September, 2020",0,2093,1926,167,8.00,,,20200309,03202009,407,No,0
Otero County,000035,04,35,3504000035,NM,2020,03,09,"September, 2020",0,25649,23457,2192,8.50,,,20200309,03202009,408,No,0
Quay County,000037,04,35,3504000037,NM,2020,03,09,"September, 2020",0,3124,2874,250,8.00,,,20200309,03202009,409,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2020,03,09,"September, 2020",0,17099,15720,1379,8.10,,,20200309,03202009,410,No,0
Roosevelt County,000041,04,35,3504000041,NM,2020,03,09,"September, 2020",0,7986,7482,504,6.30,,,20200309,03202009,411,No,0
Sandoval County,000043,04,35,3504000043,NM,2020,03,09,"September, 2020",0,68174,62200,5974,8.80,,,20200309,03202009,412,No,0
San Juan County,000045,04,35,3504000045,NM,2020,03,09,"September, 2020",0,51782,46356,5426,10.50,,,20200309,03202009,413,No,0
San Miguel County,000047,04,35,3504000047,NM,2020,03,09,"September, 2020",0,10489,9628,861,8.20,,,20200309,03202009,414,No,0
Santa Fe County,000049,04,35,3504000049,NM,2020,03,09,"September, 2020",0,73094,66947,6147,8.40,,,20200309,03202009,415,No,0
Sierra County,000051,04,35,3504000051,NM,2020,03,09,"September, 2020",0,4215,3826,389,9.20,,,20200309,03202009,416,No,0
Socorro County,000053,04,35,3504000053,NM,2020,03,09,"September, 2020",0,6292,5877,415,6.60,,,20200309,03202009,417,No,0
Taos County,000055,04,35,3504000055,NM,2020,03,09,"September, 2020",0,14964,13150,1814,12.10,,,20200309,03202009,418,No,0
